Rank,PoliticalPartyName,SymbolName,TotalVoteReceived
1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,20036
2,नेपाली काँग्रेस,रुख,15181
3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,10149
4,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,7207
5,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,5847
6,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,478
7,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,399
8,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,232
9,नेपाल जनता संरक्षण पार्टी,डोको,154
10,सार्वभौम नागरिक पार्टी,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,135
11,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",षटकोण,102
12,जनमत पार्टी,लाउड स्पिकर,92
13,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),मोबाइल,70
14,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,56
15,नेपाल जनता पार्टी,कमलको फूल,55
16,राष्ट्रिय जनमोर्चा,गिलास,49
17,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),हँसिया र तारा,48
18,राष्ट्रिय एकता दल,"तुलसी, मठ",37
19,नेपालका लागि नेपाली पार्टी,गोलाकार भित्र शङ्‌ख,34
20,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,26
21,राष्ट्रिय गौरव पार्टी,पाँचमुखे रुद्राक्षको दाना,26
22,समावेशी समाजवादी पार्टी नेपाल,भित्ते घडी,22
23,नेपाल मजदुर किसान पार्टी,मादल,19
24,राष्ट्रिय जनता पार्टी नेपाल,दायाँ हातले समातेको मसाल,19
25,राष्ट्रिय परिवर्तन पार्टी,बाँसुरी,19
26,नेपाली काँग्रेस (वी.पी.),करूवा,19
27,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,18
28,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल,17
29,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),गैँती,17
30,"राष्ट्रिय उर्जाशील पार्टी, नेपाल",चापाकल (ट्‍युवेल),17
31,मंगोल नेशनल अर्गनाइजेशन,कुखुराको भाले,16
32,नेपाली जनता दल,सिट्ठी,16
33,नेपाली जनश्रमदान संस्कृति पार्टी,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,15
34,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,14
35,बहुजन शक्ति पार्टी,जग,14
36,नेपाल लोकतान्त्रिक पार्टी,दुई हात जोडेको नमस्कार,13
37,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,13
38,संयुक्त नागरिक पार्टी,गितार,13
39,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,12
40,प्रजातान्त्रिक पार्टी नेपाल,रथ,11
41,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),जगर भएको सिंह,11
42,नेपाल मातृभूमि पार्टी,बलिरहेको दियो,11
43,नेपाल सद्‍भावना पार्टी,पञ्जा छाप,10
44,त्रिमुल नेपाल,ओदान,8
45,उन्‍नत लोकतन्त्र पार्टी,खुला किताब,8
46,गतिशील लोकतान्त्रिक पार्टी,ब्याट्री,8
47,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),बस,8
48,मितेरी पार्टी नेपाल,घोडा,7
49,समावेशी समाजवादी पार्टी,श्रीवत्स समृद्धिको प्रतीक,7
50,"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",चकिया (जाँतो),7
51,"नागरिक शक्ति, नेपाल",त्रिशुल,6
52,पिपुल फर्ष्ट पार्टी,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,5
53,जन अधिकार पार्टी,डुङ्‌गा,4
54,स्वाभिमान पार्टी,बाली बोकेको महिलाको आकृति,4
55,"जनता लोकतान्त्रिक पार्टी, नेपाल",भैँसी,3
56,जनप्रिय लोकतान्त्रिक पार्टी,बज्र,2
57,नेपाल जनमुक्ति पार्टी,घर,1
