Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,अमर कान्त चौधरी,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,32875,पुरुष,44,Elected,मधेश प्रदेश,सप्तरी,3,स्नातक,,,
2,उपेन्द्र यादव,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,15239,पुरुष,65,,मधेश प्रदेश,सप्तरी,3,स्नातकोत्तर,,,
3,दिनेश कुमार यादव,नेपाली काँग्रेस,रुख,8428,पुरुष,65,,मधेश प्रदेश,सप्तरी,3,,,,
4,ताराकान्त चौधरी,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,6715,पुरुष,60,,मधेश प्रदेश,सप्तरी,3,प्रविणता प्रमाणपत्र तह,,,
5,सुरेन्द्र प्रसाद शर्मा,जनमत पार्टी,लाउड स्पिकर,2869,पुरुष,46,,मधेश प्रदेश,सप्तरी,3,स्नातक,,,
6,अरुण कुमार साह,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,1635,पुरुष,42,,मधेश प्रदेश,सप्तरी,3,स्नातक,,,
7,उम्देश्‍वर प्रसाद साहु,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,556,पुरुष,67,,मधेश प्रदेश,सप्तरी,3,,,,
8,परमेश्‍वर लाल साह,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,212,पुरुष,47,,मधेश प्रदेश,सप्तरी,3,एस एल सी,,,
9,धनिक लाल चौधरी,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,188,पुरुष,53,,मधेश प्रदेश,सप्तरी,3,एल एल सी,,,
10,संतोष कुमार चमन,नेपाल जनता पार्टी,कमलको फूल,168,पुरुष,47,,मधेश प्रदेश,सप्तरी,3,,,,
11,जय नारायण मंडल,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,108,पुरुष,54,,मधेश प्रदेश,सप्तरी,3,प्रविणता प्रमाण पत्र तह,,,
12,गजेन्द्र कुमार मण्डल,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),71,पुरुष,46,,मधेश प्रदेश,सप्तरी,3,प्रविणता प्रमाण पत्र तह,,,
13,प्रभु प्रसाद साह,नेपाल मजदुर किसान पार्टी,मादल,67,पुरुष,61,,मधेश प्रदेश,सप्तरी,3,,,,
14,सरिता कुमारी यादव,स्वतन्त्र,नट बोल्ट,44,महिला,34,,मधेश प्रदेश,सप्तरी,3,प्रविणता प्रमाण पत्र तह,,,
15,महादेव राम,बहुजन एकता पार्टी नेपाल(एकल चुनाव चिन्ह),बस,40,पुरुष,52,,मधेश प्रदेश,सप्तरी,3,साधारण लेखपढ,,,
16,कोशिला देवी पासवान,स्वतन्त्र,पंखा,21,महिला,65,,मधेश प्रदेश,सप्तरी,3,साक्षर,,,
17,हरी नारायण पासमान,स्वतन्त्र,ढिकी,18,पुरुष,47,,मधेश प्रदेश,सप्तरी,3,एस एल सी,,,
18,कौशल कुमारी चौधरी,स्वतन्त्र,तिलहरी,17,महिला,47,,मधेश प्रदेश,सप्तरी,3,एस एल सी,,,
19,दुवी लाल यादव,स्वतन्त्र,जीप,11,पुरुष,59,,मधेश प्रदेश,सप्तरी,3,,,,
20,प्रभु नारायण चौधरी,स्वतन्त्र,बेलना र चक्ला,8,पुरुष,42,,मधेश प्रदेश,सप्तरी,3,+2,,,
21,रजिया देवी सदा,स्वतन्त्र,आँप,4,महिला,62,,मधेश प्रदेश,सप्तरी,3,साक्षर,,,
22,ओम प्रकाश विश्‍वकर्मा,स्वतन्त्र,कैंची,2,पुरुष,49,,मधेश प्रदेश,सप्तरी,3,+2,,,
