Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,यज्ञमणि  न्याैपाने,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,27367,पुरुष,41,कोशी प्रदेश,मोरङ,1,एम.ए.,,म नेपालको संविधान बमोजिम देश र जनताको हितको निम्ती पूर्ण प्रतिबद्ध छु । मैले पाएको जिम्मेवारीलाई कुनै पनि कोणबाट जनताको हित विपरित हुने गरी काम गर्ने छैन । ,
2,शान्ती पाख्रिन लामा,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,17522,महिला,44,कोशी प्रदेश,मोरङ,1,स्‍नातक,"-महिला अधिकार मञ्‍च
-उद्धघोषण भाषण तथा रेडियो टेलिभिजन कार्यक्रम प्रस्तोता
-स्थानीय सरकार संचालन ऐन तथा कानून प्रशिक्षक
","महिला तथा बालवालिका युवा सशक्तिकरणको लागि नेतृत्व विकाश सामुदायिक मेलमिलाप युवा स्वरोजगार प्रस्तावना लेखन, क्यानिडेट ट्रनिङ तालिम प्रदान साथै विभिन्न संघ/संस्था स्थानीय सरकार प्रदेश सरकारबाट राष्ट्रिय महिला सम्मान ग्रहण ।",त्रिभुवन विश्‍वविद्यालय
3,खड्ग बहादुर फागो,नेपाली काँग्रेस,रुख,11986,पुरुष,50,कोशी प्रदेश,मोरङ,1,स्नातकोत्तर,,,उर्लावारी बहुमुखी क्याम्पस
4,घनश्याम खतीवडा,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,9823,पुरुष,64,कोशी प्रदेश,मोरङ,1,,"-गा.वि.स.अध्यक्ष, गा.वि.स.महासंघ केन्द्रिय अध्यक्ष
-प्रतिनिधि सभा सदस्य
-प्रतिनिधि सभामा बैठक सञ्‍चालनको अनुभव
-प्रतिनिधि सभाको विभिन्न समितिमा रही काम गरेको । ","नेपालको राजनीतिक स्थायीत्व र लोकतान्त्रिक गणतन्त्र दरो बनाउनको लागि लिईने पहल कदमी जनमुखी कानून निर्माणमा पहल, राष्ट्र राष्ट्रियता सुशासनको पक्षमा एक जना विद्यायकको हिसाबले प्रतिबद्ध रहंदै सुखी नेपाली सम्व्रिद्ध नेपाल निर्माणमा प्रतिवद्ध रहने संकल्प गर्दछु । ",
5,कुल प्रसाद साम्बा,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,2224,पुरुष,47,कोशी प्रदेश,मोरङ,1,प्लस टु,,,श्री पब्लिक मा वि.ग्रामथान
6,सुरज लिम्वु,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,1068,पुरुष,42,कोशी प्रदेश,मोरङ,1,एस.एल.सी.,"-राजिनितिक
-समाजसेवा
-संघ संस्था
-व्यापार व्यवसाय","लोकतन्त्र, धर्मनिष्पक्ष र प्रान्तीय सरकारको संस्थागत र समानता, मातृत्व र स्वतन्त्रता साथै सुसाशन कायम स्थापीत गर्ने र भ्रष्टाचारी कालाबजारीको निर्मुल गर्ने लक्ष्य रहेको छ । ",
7,पूर्ण बहादुर वाइवा तामाङ्ग,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,900,पुरुष,70,कोशी प्रदेश,मोरङ,1,प्रमाण पत्र उतीर्ण,सामाजिक राजनैतिक क्षेत्रमा,,मेची क्याम्पस
8,प्रेम वर्देवा,स्वतन्त्र,ट्रफी,308,पुरुष,37,कोशी प्रदेश,मोरङ,1,एल.एल.सि.,,,पञ्‍चायत मा.वि.
9,दुर्गा कुमारी तामाङ,राष्ट्रिय परिवर्तन पार्टी,बाँसुरी,291,महिला,41,कोशी प्रदेश,मोरङ,1,एल.एल.सि.,,,
10,दिल कुमारी लावती,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,245,महिला,49,कोशी प्रदेश,मोरङ,1,१२,,,सुनपकुवा मा वि
11,डिल्ली राम नेपाली,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,59,पुरुष,57,कोशी प्रदेश,मोरङ,1,आइ ए,,,दमक बहुमुखी क्याम्पस
12,ईशोर वाग्ले,स्वतन्त्र,दूरबिन,40,पुरुष,50,कोशी प्रदेश,मोरङ,1,एस एल सि,,,नया नमुना मा.वि.पाँचथर
13,याम प्रसाद दाहाल,स्वतन्त्र,ठेकी,39,पुरुष,60,कोशी प्रदेश,मोरङ,1,"एम.ए, एम.फिल(संविधान)",,,त्रिभुवन विश्‍वविद्यालय
14,मिलन भण्‍डारी,स्वतन्त्र,सारङ्‌गी,31,पुरुष,48,कोशी प्रदेश,मोरङ,1,एम.ए.ग्रामिण विकाश,"-योग शिक्षक प्रशिक्षक
-मेनुवल थेरापि प्रशिक्षक
-गाउँघरमा समाज सेवामा निरन्तर",म राष्ट्र र राष्ट्रियताको पक्षमा रहेर शुसासनमा प्राथमिकता दिने । ,उर्लावारी ब.क्या.उर्लावारी
15,फिव राज लिम्वु,नेपाल जनमुक्ति पार्टी,घर,30,पुरुष,48,कोशी प्रदेश,मोरङ,1,प्रमाण पत्र तह,,,महेन्द्र क्याम्पस 
16,पशुपति घिमीरे,स्वतन्त्र,कैंची,17,पुरुष,61,कोशी प्रदेश,मोरङ,1,दशौं कक्षा उत्तीर्ण,,,वाल्मिकी विद्यापीठ काठमाडौं
17,डिल्ली राम लिम्बु,मितेरी पार्टी नेपाल,घोडा,12,पुरुष,42,कोशी प्रदेश,मोरङ,1,एस.एल.सि.,"-लावा खोला खा.पा.को अध्यक्षमा काम गरि सकेको ।
-टाडी अस्थाई प्रहरी व्यवस्थापनको अ.मा काम गरी सकेको 
-कोइली सा.उ.वनको विद्यालय व्यव.समितिमा काम गरेको ।","५ वर्षमा ५० लाख नेपालीहरूलाई रोजगारको सृजना गर्ने, एक गाउँ एक उत्पादन केन्द्र निर्माण गर्ने ५ वर्षमा ५० हजार मेघाबाट विद्यु्त उत्पादन गर्ने प्राविधिक घाटमा देशलाई लैजाने रैथाने ज्ञान प्रणाली पूर्वीय दर्शन उन्मोख समाजवाद निर्माण गर्ने । ",कालिका सा.उ.मा.वि.
