Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
15,राम चन्‍द्र भट्‍टराई,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,182,पुरुष,49,,लुम्बिनी प्रदेश,रूपन्देही,1,एस.एल.सि.,,,शान्ती नमुना मा.वि.
16,अशोक कुमार चौधरी,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,176,पुरुष,46,,लुम्बिनी प्रदेश,रूपन्देही,1,स्नातक,,,बुटवल  बहुमुखि क्याम्पस
17,हरि बहादुर के.सी.,राष्ट्रिय जनमोर्चा,गिलास,166,पुरुष,55,,लुम्बिनी प्रदेश,रूपन्देही,1,एस.एल.सि.,"सामुदायिक वनमा सकृय, विद्यालय व्यवस्थापन समितिमा सकृय अनुभव बटुलेको",,भवानी मा.वि. कुसुम खोला
18,मदन बहादुर थारु,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,90,पुरुष,53,,लुम्बिनी प्रदेश,रूपन्देही,1,,,,
19,खिल बहादुर गाहा,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,64,पुरुष,54,,लुम्बिनी प्रदेश,रूपन्देही,1,८ पास,,,
20,श्री बहादुर कुवर,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,33,पुरुष,54,,लुम्बिनी प्रदेश,रूपन्देही,1,पि.एच.डी,"अधिवक्ता  15  वर्ष
प्राध्यापक 15 वर्ष",,केनेडी युनिभरसिटी अमेरिका 
21,दिना नाथ खनाल,स्वतन्त्र,त्रिभुज,31,पुरुष,42,,लुम्बिनी प्रदेश,रूपन्देही,1,प्रमाणपत्र तह,,,बुटवल बहुमुखि क्यामप्पस
22,केशव अर्याल,स्वतन्त्र,आसकोट,13,पुरुष,37,,लुम्बिनी प्रदेश,रूपन्देही,1,स्नातक,,,त्रिभुवन विश्वविद्यालय
23,गोविन्द पंगेनी,स्वतन्त्र,झोला,12,पुरुष,37,,लुम्बिनी प्रदेश,रूपन्देही,1,वि.एड.,विभिन्न सामाजिक कार्यमा सकृय,विभिन्न सामाजिक कार्यमा सकृय,
24,हिम लाल पाण्‍डे,नेपाल मजदुर किसान पार्टी,मादल,9,पुरुष,37,,लुम्बिनी प्रदेश,रूपन्देही,1,,,,
25,शंकर खत्री,स्वतन्त्र,फर्सी,9,पुरुष,55,,लुम्बिनी प्रदेश,रूपन्देही,1,,,,
26,सचिन वि.क.,स्वतन्त्र,क्यामरा,9,पुरुष,31,,लुम्बिनी प्रदेश,रूपन्देही,1,+2,सामाजिक क्षेत्रमा कृयाशिल रहेको,,
27,मकसुद अली,स्वतन्त्र,आँप,7,पुरुष,51,,लुम्बिनी प्रदेश,रूपन्देही,1,वि.ए.,,,"श्रीराम नरेश मा.वि. , सिद्धार्थ विश्वविद्यालय, भारत"
28,महेश्‍वर भण्डारी,स्वतन्त्र,जीप,7,पुरुष,34,,लुम्बिनी प्रदेश,रूपन्देही,1,+2,ग्रिन प्लान्ट आवासिय मा.वि.,,
29,सागर अधिकारी,स्वतन्त्र,आँखीझ्याल,7,पुरुष,30,,लुम्बिनी प्रदेश,रूपन्देही,1,+2,,सामाजिक कार्यमा अग्रसर,
30,टेक बहादुर वि.क,स्वतन्त्र,मुढा,6,पुरुष,38,,लुम्बिनी प्रदेश,रूपन्देही,1,10,,सामाजिक कार्यमा अग्रसर भएको,
31,गिता सापकोटा,स्वतन्त्र,मसी,5,महिला,44,,लुम्बिनी प्रदेश,रूपन्देही,1,स्नातक,,,त्रिभुवन विश्वविद्यालय
