Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,सुनिल लम्साल,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,54845,पुरुष,35,Elected,लुम्बिनी प्रदेश,रूपन्देही,1,विद्यावारिधि (पढ्दै),,,काठमाण्डाैं विश्वविद्यालय
2,हिरा बहादुर खत्री,नेपाली काँग्रेस,रुख,11982,पुरुष,53,,लुम्बिनी प्रदेश,रूपन्देही,1,,,,
3,प्रज्जवल बोहरा,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,8301,पुरुष,49,,लुम्बिनी प्रदेश,रूपन्देही,1,एस.एल.सी.,आइटी फिल्डमा १५ वर्षको अनुभव,,
4,दधिराम न्यौपाने,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,7488,पुरुष,67,,लुम्बिनी प्रदेश,रूपन्देही,1,एस.एल.सि. ,"लुम्बिनी प्रदेश सदस्य ,2074 मा 
खानेपानी संस्थानको केन्द्रिय अध्यक्षको रुपमा काम गरेको",,
5,घनश्‍याम यादव अहिर,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,2198,पुरुष,56,,लुम्बिनी प्रदेश,रूपन्देही,1,एस.एल.सी.,"पुर्व राज्य मन्त्री, संविधान सभा सदस्य","राजनैतीक क्रान्त्री, समाजिक क्रान्तीमा भुमिका खेलेको",
6,छविलाल गुरुङ्ग,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,1824,पुरुष,49,,लुम्बिनी प्रदेश,रूपन्देही,1,10,मनकामना मा.वि.,,
7,मोहम्मद असलाम खाँ,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,1242,पुरुष,36,,लुम्बिनी प्रदेश,रूपन्देही,1,+2,,,महात्मा बुद्ध इण्टर कलेज अड्डाबजार भारत
8,धर्म बहादुर के.सी.,स्वतन्त्र,चेसगोटी,810,पुरुष,49,,लुम्बिनी प्रदेश,रूपन्देही,1,वि.एल.,सामाजिक क्षेत्रमा १५ वर्षको अनुभव,,त्रिभुवन विश्वविद्यालय
9,उमाशंकर प्रसाद चौधरी,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),662,पुरुष,65,,लुम्बिनी प्रदेश,रूपन्देही,1,स्नातकोत्तर,१० वर्ष सामाजिक सेवामा संलग्न रहेकाे,"समुदायहरुकाे संस्कृति, परम्परा, रितिरिवाज, सामाजिक तथा समावेशिता सम्बन्धी अध्ययन गरेको। नेपालको सिमान्तकृत समुदायको हक,हित तथा अधिकारको वकालत गरेको, समतामुलक समाज निर्माणको लागि बहस,पैरवी गर्दै आएको।",त्रिभुवन विश्वविद्यालय
10,झम बहादुर गुरुङ्ग,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,545,पुरुष,69,,लुम्बिनी प्रदेश,रूपन्देही,1,आइ.ए ,,,वनारस युनिभरसिटी भारत
11,निलु कुमारी चौधरी,जनमत पार्टी,लाउड स्पिकर,416,महिला,34,,लुम्बिनी प्रदेश,रूपन्देही,1,प्रविणता प्रमाणपत्र स्तर,"पत्रकारिता,पशु चिकित्सक, गृहिणि",महिलाको अवस्थामा परिवर्तन ल्याउन,श्री टिकुलीगढ उच्च मा.वि.
12,शिव बहादुर गुरुङ्ग,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,402,पुरुष,60,,लुम्बिनी प्रदेश,रूपन्देही,1,,,,
13,बदरु दोजा फकीर,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,248,पुरुष,56,,लुम्बिनी प्रदेश,रूपन्देही,1,८ पास,,,राम नरेश मा.वि.
14,हजारी लाल माली,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),गैँती,211,पुरुष,57,,लुम्बिनी प्रदेश,रूपन्देही,1,,,देश र जनतालाई विभिन्न खाले सोषण उत्पिडन देखि देश र समाज र यस क्षेत्रलाई मुक्ति गराउनको लागि,
