Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,सुशील कुमार कानु,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,30740,पुरुष,36,Elected,मधेश प्रदेश,पर्सा,2,+2,"सबैया साझेदारी बनको प्रतिनिधि
वीरगंज म.न.पा. को कार्यपालिका सदस्य
वीरगंज म.न.पा. को वडा अध्यक्षको रुपमा काम गरेको",,TU
2,अजय कुमार चौरसिया,नेपाली काँग्रेस,रुख,11890,पुरुष,61,,मधेश प्रदेश,पर्सा,2,स्‍नातक,"राजनिति
समाज सेवा",,भारत
3,रिमा कुमारी यादव,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,11605,महिला,29,,मधेश प्रदेश,पर्सा,2,बि. एड.,सामाजिक सेवा,,हरिखेतान बहुमुखी क्याम्पस
4,अशोक कुमार अग्रवाल,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,2642,पुरुष,60,,मधेश प्रदेश,पर्सा,2,बि. कम.,"ब्यापार 
उद्योग संगठन निर्माण
कृषि क्षेत्र",बिगत 40 बर्ष देखि राजनिति लगायत विभिन्न संघ संस्थाहरुमा र यस जिल्लाको विकासमा योगदान दिई आइरहेको कारण अब उप्रान्त देशको विकासको लागि यस प्रतिनिधि सभा 2082 को चुनावमा उम्मेदवारको रुपमा उभेको छु।,बिहार युनिभर्सिटी भारत
5,वीना जैसवाल,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,1999,महिला,35,,मधेश प्रदेश,पर्सा,2,एम बि ए,"निवर्तमान सासंद
सामाजिक सेवा ",,ब्याङ्गलोर युनिभर्सिटी
6,मनोज कुमार चौधरी,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,913,पुरुष,46,,मधेश प्रदेश,पर्सा,2,स्नातकोत्तर,राजनितिक सेवा,,त्रिभुवन युनिभर्सिटी
7,अमिताभ बच्चन दास तत्मा,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,330,पुरुष,43,,मधेश प्रदेश,पर्सा,2,स्नातकोत्तर ,समाज सेवा,,ठाकुरराम बहुमुखि क्याम्पस बीरगंज
8,श्याम प्रसाद गुप्ता,जनमत पार्टी,लाउड स्पिकर,228,पुरुष,44,,मधेश प्रदेश,पर्सा,2,स्नातकोत्तर,"सञ्चारकर्मी 
समाज सेवा",,त्रिभुवन विश्वविध्यालय
9,रंजु कुमारी साह,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,203,महिला,39,,मधेश प्रदेश,पर्सा,2,स्नातक ,,,त्रिभुवन युनिभर्सिटी
10,संतोष कुमार पटेल,नेपाल जनता पार्टी,कमलको फूल,178,पुरुष,40,,मधेश प्रदेश,पर्सा,2,स्नातक,"समाज सेवा 
धार्मिक सेवा
गौ माता सेवा
",,ठाकुर राम बहुमुखी क्याम्पस वीरगंज
11,कृष्ण मुरारी प्रजापति,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,148,पुरुष,38,,मधेश प्रदेश,पर्सा,2,बि बि एस र सिए फाइनल,"प्रशिक्षण प्राप्‍त 3 बर्ष
Auditing, Tax & Finance को क्षेत्रमा 7 बर्ष
NGO 3 बर्ष",,TU र ICAI
12,लक्ष्‍मी नारायण गु्प्‍ता,स्वतन्त्र,ट्रफी,100,पुरुष,29,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
13,पुन्देश्‍वर प्रसाद यादव,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,83,पुरुष,41,,मधेश प्रदेश,पर्सा,2,+2,सामाजिक सेवा,,HSEB
14,शिव बचन ठाकुर लोहार,स्वतन्त्र,पानीको जार,63,पुरुष,40,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
15,देव शंकर यादव,जन अधिकार पार्टी,डुङ्‌गा,30,पुरुष,36,,मधेश प्रदेश,पर्सा,2,SLC,,,Nepal Board
16,फिरोज मियाँ,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),29,पुरुष,44,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,,,
17,बिरेन्द्र प्रसाद,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,21,पुरुष,62,,मधेश प्रदेश,पर्सा,2,साधारण लेखपढ,कृषि ,,
