Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,प्रशान्त उप्रेती,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,30050,पुरुष,25,Elected,बागमती प्रदेश,मकवानपुर,2,स्‍नातक,,,नेपाल पर्यटन तथा होटन व्यवस्थापन प्रतिष्ठान
2,महेश कुमार वर्तौला,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,18846,पुरुष,43,,बागमती प्रदेश,मकवानपुर,2,"माष्टर्स डिग्री (एम.बि.एस., एम.ए, LLB)","प्रतिनिधी सभा सदस्य
सचेतक, प्रमुख सचेतक र मुख्य सचेतकको भुमिका निर्वाह, सदस्य कानून न्याय तथा मानव अधिकार समिति, सदस्य संसदीय सुनुवाई समिति, 
",संसदिय भुमिकामा रही विभिन्न कार्य गरेको,त्रिभुवन विश्वविद्यालय
3,वुद्ध लामा,नेपाली काँग्रेस,रुख,15056,पुरुष,58,,बागमती प्रदेश,मकवानपुर,2,बि.ए.,,,त्रिभुवन विश्वविद्यालय
4,लव शेर विष्ट,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,12492,पुरुष,54,,बागमती प्रदेश,मकवानपुर,2,आई ए,,,रत्न राज्य क्याम्पस
5,प्रविन कुमार स्याङतान,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,6237,पुरुष,30,,बागमती प्रदेश,मकवानपुर,2,स्‍नातक (बि.डि.एस),"भरतपुर अस्पताल
नमोबुद्ध डेन्टल क्लिनिक
चितवन मेडीकल कलेज",,चितवन मेडिकल कलेज
6,युनेश लामा सिंतान,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,932,पुरुष,34,,बागमती प्रदेश,मकवानपुर,2,स्‍नातक,,,मकवानपुर बहुमुखि क्याम्पस 
7,राम बहादुर थोकर,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,785,पुरुष,59,,बागमती प्रदेश,मकवानपुर,2,10+2,"हङ्गकङ्ग, तामाङ्ग घेदुङ्ग संघको सदस्य",,भुटनदेवी मा.वि.
8,राम घलान,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,361,पुरुष,36,,बागमती प्रदेश,मकवानपुर,2,एम.ए.,"राजनितिक अनुभव
सामान्य व्यवसायिक
समाज सेवा",देश र जनताको रक्षा र सेवामा निरन्तर आन्दोलनमा सहभागी भई राजनितग पार्टी ने.क.पा. (माओवादी) को केन्द्रिय सदस्यको जिम्मेवारीमा रहेको ।,मकवानपुर बहुमुखि क्याम्पस
9,हिरा लाल स्याङतान,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,260,पुरुष,55,,बागमती प्रदेश,मकवानपुर,2,६ कक्षा अध्ययन,,,सरकारी विद्यालय
10,सितामाया बल,स्वतन्त्र,ट्रफी,204,महिला,38,,बागमती प्रदेश,मकवानपुर,2,एस.एल.सी.,,,नेपाल बोर्ड
11,निर बहादुर सिन्‍तान,राष्ट्रिय जनमोर्चा,गिलास,131,पुरुष,34,,बागमती प्रदेश,मकवानपुर,2,१०+२,,,जनकल्याण मा.वि. पालुङ्ग
12,सन्तोष विष्ट,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,72,पुरुष,40,,बागमती प्रदेश,मकवानपुर,2,स्‍नातकोत्तर,"दश वर्ष देखि पत्रकारिता
उपसचिव वा सो सरहको अनुभव",,त्रिभुवन विश्वविद्यालय
13,शुभ  राज प्रजा,संयुक्त नागरिक पार्टी,गितार,57,पुरुष,36,,बागमती प्रदेश,मकवानपुर,2,१०  पास,,,निर्मल बस्ती मा.वि.
14,सरोज तामाङ,नेपाल मजदुर किसान पार्टी,मादल,42,पुरुष,38,,बागमती प्रदेश,मकवानपुर,2,10+2,,,बागेश्वरी कलेज
15,सूर्य राई,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,23,पुरुष,48,,बागमती प्रदेश,मकवानपुर,2,साधारण लेखपढ,,,
16,प्रतिक्षा बानिया,स्वतन्त्र,ठेकी,21,महिला,31,,बागमती प्रदेश,मकवानपुर,2,10+2,"ब्युटिसियन, सिलाई बुनाई",,मकवानपुर बहुमुखि क्याम्पस
17,छविलाल वाईवा,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो),15,पुरुष,60,,बागमती प्रदेश,मकवानपुर,2,साधारण,,,
18,सुर्य तामाङ बल,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,14,पुरुष,39,,बागमती प्रदेश,मकवानपुर,2,स्‍नातक,,,त्रिभुवन विश्वविद्यालय
19,अमृत बल,स्वतन्त्र,त्रिभुज,12,पुरुष,42,,बागमती प्रदेश,मकवानपुर,2,साक्षर,,,
20,कृष्‍ण राम श्रेष्‍ठ,स्वतन्त्र,जीप,7,पुरुष,51,,बागमती प्रदेश,मकवानपुर,2,साक्षर,,,-
21,रमेश आचार्य,स्वतन्त्र,क्यामरा,2,पुरुष,47,,बागमती प्रदेश,मकवानपुर,2,साक्षर,,,-
