Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,मनिष खनाल,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,41347,पुरुष,26,Elected,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,स्तानतक ,"शिक्षक स्वीकिय संसद र प्रतिनिधी सभा सासंद, 2079 निर्वाचित सदस्य",,नेपाल ल क्याम्पस
2,तिल बहादुर महत क्षेत्री,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,15755,पुरुष,61,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,स्नातक,,,त्रिभुवन विश्व विद्यालय
3,ओम बहादुर घर्ती,नेपाली काँग्रेस,रुख,14713,पुरुष,50,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,स्नातकोत्तर,,,
4,गणेश मान महतो,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,1538,पुरुष,58,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,एसएलसी,,,
5,कमल चापागाई,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,1164,पुरुष,32,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,प्लस टु,,,
6,रुन कुमारी महतो,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,963,महिला,42,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,मास्टर्स डिग्री शिक्षा संकाय,,,त्रिभुवन विश्वविद्यालय
7,खेम बहादुर राना,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,184,पुरुष,48,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,एसएलसी,,,
8,विष्‍णु गिरी,राष्ट्रिय जनमोर्चा,गिलास,143,पुरुष,63,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,एस एल सी,,,वसन्त मा वि
9,गंगा प्रसाद ज्ञवाली,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,140,पुरुष,51,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,एसएलसी,,,
10,निब बहादुर आले,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,91,पुरुष,45,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,IA pass,,,
11,मानसिंह महतो,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,56,पुरुष,74,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,आई ए पास,,,
12,भरत प्रसाद वस्ती,स्वतन्त्र,कैंची,52,पुरुष,53,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,masters complete,,,nova international college
13,लक्ष्मी सोमै मगर,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,30,महिला,39,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,प्लस टु पास,,,नवजागरण विद्यालय
14,पेम बहादुर सिंजाली,स्वतन्त्र,खाम,14,पुरुष,36,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,plus two,,,
15,गिता कुमारी लामिछाने,स्वतन्त्र,पंखा,13,महिला,45,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,एसएलसी,,,
16,टोल बहादुर लुंगेली मगर,स्वतन्त्र,ढिकी,13,पुरुष,44,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,एसएलसी,,,
17,सशीला देवकोटा,स्वतन्त्र,कप र प्लेट,8,महिला,42,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,प्रविणता प्रमाणपत्र तह,,,
18,भिमा कुमारि भुसाल,स्वतन्त्र,क्यामरा,6,महिला,43,,गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),2,साक्षर,,,
