Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,धन बहादुर बुढा,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,6802,पुरुष,51,कर्णाली प्रदेश,डोल्पा,1,SLC,"संविधान सभा सदस्य, समाज सेवा र व्यापार र प्रतिनिधि सभा सदस्य रहेको",,SLC
2,लंक बहादुर रोकाया,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,5396,पुरुष,35,कर्णाली प्रदेश,डोल्पा,1,+2,नेकपा एमालेको विभिन्न पदमा रहेको,,"रेन्बो इन्टरनेशनल कलेज, काठमाण्डौ"
3,कर्ण बहादुर बुढा,नेपाली काँग्रेस,रुख,2947,पुरुष,62,कर्णाली प्रदेश,डोल्पा,1,I.A Pass +2,४० वर्ष देखि सामाजिक कार्यमा लागि रहेको।,,HSEB
4,देव सिहं ऐडी,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,181,पुरुष,34,कर्णाली प्रदेश,डोल्पा,1,इन्जिनियर,विगत १० वर्ष देखि सामाजिक कार्य गरेको,,नेपाल इन्जिनियरिङ कलेज
5,हरि प्रसाद डाँगी,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,92,पुरुष,43,कर्णाली प्रदेश,डोल्पा,1,8 पास,सामाजिक कार्य,,नेपाल बोर्ड
6,ओमेन्द्र बहादुर के.सी.,स्वतन्त्र,प्रेसर कुकर,54,पुरुष,46,कर्णाली प्रदेश,डोल्पा,1,+2,समाजिक कार्यमा सहभागी र नेतृत्व गरेको,सामाजिका कार्यहरु गरेको,नेपाल बोर्ड
7,विकाश बुढा,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,21,पुरुष,26,कर्णाली प्रदेश,डोल्पा,1,+2,सामाजिक कार्य,,आधारभूत उमावि डोल्पा
8,दिल बहादुर बिस्ट,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,11,पुरुष,67,कर्णाली प्रदेश,डोल्पा,1,SLC,विगत ४० वर्ष देखि सामाजिक कार्य गरिरहेको।,,SLC
9,जुनु भण्डारी,मितेरी पार्टी नेपाल,घोडा,2,महिला,32,कर्णाली प्रदेश,डोल्पा,1,+2,सामाजिक सेवा,,HSEB
