Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,विपिन कुमार आचार्य,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,43559,पुरुष,39,लुम्बिनी प्रदेश,दाङ,2,Masters,,,
2,शंकर पोख्रेल,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,15287,पुरुष,63,लुम्बिनी प्रदेश,दाङ,2,MBA,,,
3,किरण किशोर घिमिरे,नेपाली काँग्रेस,रुख,11558,पुरुष,63,लुम्बिनी प्रदेश,दाङ,2,MA,,,
4,निर्मल आचार्य,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,7083,पुरुष,49,लुम्बिनी प्रदेश,दाङ,2,M.A.,,,
5,ऋषि केश पोख्रेल,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,760,पुरुष,53,लुम्बिनी प्रदेश,दाङ,2,MBS,,,
6,अम्मर बहादुर बुढा,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,557,पुरुष,51,लुम्बिनी प्रदेश,दाङ,2,10,,,
7,मनिराम खनाल,राष्ट्रिय जनमोर्चा,गिलास,226,पुरुष,50,लुम्बिनी प्रदेश,दाङ,2,SLC,,,
8,जितन पुन,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,92,पुरुष,48,लुम्बिनी प्रदेश,दाङ,2,10,,,
9,प्रतिक अधिकारी,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,74,पुरुष,26,लुम्बिनी प्रदेश,दाङ,2,स्नातक,,,
10,रविन्द्र उच्च नेपाली,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,41,पुरुष,55,लुम्बिनी प्रदेश,दाङ,2,SLC,,,
11,पदम प्रसाद पाण्‍डे,स्वतन्त्र,त्रिभुज,32,पुरुष,52,लुम्बिनी प्रदेश,दाङ,2,SLC,,,
12,ढुण्डीराज थापा,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,31,पुरुष,38,लुम्बिनी प्रदेश,दाङ,2,8,,,
13,धर्मराज शर्मा,स्वतन्त्र,रिक्सा,31,पुरुष,46,लुम्बिनी प्रदेश,दाङ,2,12,,,
14,झरेन्द्र बहादुर खत्री,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),28,पुरुष,45,लुम्बिनी प्रदेश,दाङ,2,SLC,,,
15,नवीन कुमार शाही,नेपाल मजदुर किसान पार्टी,मादल,21,पुरुष,49,लुम्बिनी प्रदेश,दाङ,2,+2,,,
16,विष्णु कुमारी भुसाल,स्वतन्त्र,आँप,11,महिला,44,लुम्बिनी प्रदेश,दाङ,2,I.ED.,,,
17,रेख बहादुर पुन मगर,मितेरी पार्टी नेपाल,घोडा,9,पुरुष,34,लुम्बिनी प्रदेश,दाङ,2,SLC,,,
18,कल्‍पना लामा,स्वतन्त्र,मुसो,9,महिला,36,लुम्बिनी प्रदेश,दाङ,2,SLC,,,
19,बालाराम पौडेल,स्वतन्त्र,क्याप,9,पुरुष,43,लुम्बिनी प्रदेश,दाङ,2,SLC,,,
20,कृष्ण  बहादुर  सुनार ,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,7,पुरुष,50,लुम्बिनी प्रदेश,दाङ,2,SLC,,,
21,लाल बहादुर खत्री,स्वतन्त्र,प्रेसर कुकर,7,पुरुष,53,लुम्बिनी प्रदेश,दाङ,2,SLC,,,
22,बिष्णु बिक्रम सेन वली,स्वतन्त्र,भ्यागुता,4,पुरुष,29,लुम्बिनी प्रदेश,दाङ,2,+2,,,
23,समिर वली,स्वतन्त्र,क्याल्कुलेटर,4,पुरुष,30,लुम्बिनी प्रदेश,दाङ,2,स्नातक,,,
