Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,जगत प्रसाद जोशी,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,20359,पुरुष,39,सुदूरपश्चिम प्रदेश,कैलाली,3,MA,,,घोडाघोडी बहुमुखी क्याम्पस
2,विरमान चौधरी,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,11983,पुरुष,52,सुदूरपश्चिम प्रदेश,कैलाली,3,साक्षर,कृषि कार्यमा अनुभव,,
3,भिम बडुवाल,नेपाली काँग्रेस,रुख,9706,पुरुष,47,सुदूरपश्चिम प्रदेश,कैलाली,3,MA LLB,"१.राजनैतिक अनुभव ३२ वर्ष
२.विभिन्न संघ सस्थामा काम गरेको उज्यालो घोडाघोडीका अभियान्ता
",,TU
4,विक्रम चौधरी,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),6747,पुरुष,43,सुदूरपश्चिम प्रदेश,कैलाली,3,साक्षर,,,
5,गौरी शंकर चौधरी,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,4752,पुरुष,44,सुदूरपश्चिम प्रदेश,कैलाली,3,माध्यामिक तह,"1.कृषि
2.समाज सेवा
3.राजनितिक क्षेत्र",,दिपेन्द्र माध्यामिक विद्यालय
6,बिरेन्द्र बहादुर बम,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,2347,पुरुष,54,सुदूरपश्चिम प्रदेश,कैलाली,3,B.A,,,त्रिचन्द्र कलेज
7,अर्जुन प्रसाद कठरिया,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,256,पुरुष,48,सुदूरपश्चिम प्रदेश,कैलाली,3,"भेटनरी,जेटिए",,,पहलमानसिंह मेमोरियल प्राविधिक
8,देश राज चौधरी,राष्ट्रिय जनमोर्चा,गिलास,133,पुरुष,39,सुदूरपश्चिम प्रदेश,कैलाली,3,स्नातक तह,,,घोडाघोडी बहुमुखी क्याम्पस
9,लक्षी राम चौधरी,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,102,पुरुष,39,सुदूरपश्चिम प्रदेश,कैलाली,3,+2,समाजसेवी,,"मोहन्याल मा.वि.,भजनी"
10,जुनु महतारा शाही,नेपाल मजदुर किसान पार्टी,मादल,35,महिला,30,सुदूरपश्चिम प्रदेश,कैलाली,3,+2,,,राष्ट्रिय परिक्षा बोर्ड
11,शुसिला थापा (मगर),मितेरी पार्टी नेपाल,घोडा,23,महिला,49,सुदूरपश्चिम प्रदेश,कैलाली,3,,,,
