Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,राजु नाथ पाण्डे,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,18757,पुरुष,55,Elected,बागमती प्रदेश,काठमाडौं,3,स्नातकोत्तर,जनप्रशासन,,त्रिभुवन विश्वविद्यालय
2,कुलमान घिसिङ्,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,11171,पुरुष,55,,बागमती प्रदेश,काठमाडौं,3,"MBA, ME",,,त्रिभुवन विश्वविद्यालय
3,रमेश अर्याल,नेपाली काँग्रेस,रुख,6000,पुरुष,59,,बागमती प्रदेश,काठमाडौं,3,स्नातक,पूर्व वडा अध्यक्ष,,त्रिभुवन विश्वविद्यालय
4,रामेश्‍वर फुयाल,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,3816,पुरुष,63,,बागमती प्रदेश,काठमाडौं,3,स्नातकोत्तर,,,त्रिभुवन विश्वविद्यालय
5,सुन्दर राम बोहरा,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,841,पुरुष,53,,बागमती प्रदेश,काठमाडौं,3,विद्यावारिधि,"अध्यापन, परामर्शदाता",,"सिंघानिया विश्वविद्यालय, भारत"
6,निरज लामा,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,518,पुरुष,45,,बागमती प्रदेश,काठमाडौं,3,लेखपढ,,,
7,सुवाश घिसीङ,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,347,पुरुष,30,,बागमती प्रदेश,काठमाडौं,3,+२ उत्तीर्ण,,,
8,केशव नेपाल,स्वतन्त्र,चेसगोटी,265,पुरुष,47,,बागमती प्रदेश,काठमाडौं,3,SLC,,,
9,शेखर नाथ आचार्य,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,55,पुरुष,60,,बागमती प्रदेश,काठमाडौं,3,SLC,,,
10,सुरेश कुमार ढुङ्गाना,स्वतन्त्र,नरिवल,27,पुरुष,63,,बागमती प्रदेश,काठमाडौं,3,विद्यावारिधि,प्राध्यापक डाक्टर,,दिल्ली विश्वविद्यालय
11,मदन श्रेष्ठ,नेपाल मजदुर किसान पार्टी,मादल,26,पुरुष,56,,बागमती प्रदेश,काठमाडौं,3,प्रमाणपत्र तह,,,
12,कुल बहादुर लामा,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,20,पुरुष,57,,बागमती प्रदेश,काठमाडौं,3,१० कक्षा पास,,,
13,श्रीकृष्‍ण वराल,स्वतन्त्र,भँगेरा,15,पुरुष,47,,बागमती प्रदेश,काठमाडौं,3,१० पास,,,
14,बाबु काजी कार्की,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,13,पुरुष,43,,बागमती प्रदेश,काठमाडौं,3,SLC,,,
15,सज्‍जन आचार्य,स्वतन्त्र,बदेल,13,पुरुष,39,,बागमती प्रदेश,काठमाडौं,3,इन्जिनियरिङ्गमा स्नातक,,,Advanced College of Engineering and Management
16,प्रनिल ध्वज कार्की,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,11,पुरुष,62,,बागमती प्रदेश,काठमाडौं,3,प्रमाणपत्र तह,खेलकुद विज्ञ,,
17,शेखर अर्याल,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,10,पुरुष,47,,बागमती प्रदेश,काठमाडौं,3,विद्यावारिधि,अनुुसन्धानकर्ता तथा शिक्षण,,त्रिभुवन विश्वविद्यालय
18,राम कृष्‍ण पुजारी,स्वतन्त्र,क्याप,7,पुरुष,49,,बागमती प्रदेश,काठमाडौं,3,८ पास,,,
19,प्रेम छिरी शेर्पा,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,2,पुरुष,43,,बागमती प्रदेश,काठमाडौं,3,+2,,,
20,रुप सागर देवी,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,2,महिला,50,,बागमती प्रदेश,काठमाडौं,3,SLC,,,
21,प्रदिप काफ्ले,स्वतन्त्र,आँखीझ्याल,2,पुरुष,35,,बागमती प्रदेश,काठमाडौं,3,SLC,,,
22,जित बहादुर तामाङ,मितेरी पार्टी नेपाल,घोडा,1,पुरुष,68,,बागमती प्रदेश,काठमाडौं,3,७ पास,,,
