Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,विराज भक्त श्रेष्ठ,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,24592,पुरुष,44,Elected,बागमती प्रदेश,काठमाडौं,8,Bachelor,"सांसद (प्रदेश सभा), सांसद (प्रतिनिधि सभा), मन्त्रि (पूर्व), सामाजिक सेवा",,SANN International College
2,सुमन सायमी,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,3217,पुरुष,52,,बागमती प्रदेश,काठमाडौं,8,+2,व्यापार,"विभिन्न मुद्दाहरूमा जनतासँग सँगसँगै लडिरहेको। खोला मापदण्ड, सडक मापदण्ड लगायतका मुद्दाहरूमा अहोरात्र खटिरहेका छौँ।",Tribhuvan University
3,सपना राजभण्डारी,नेपाली काँग्रेस,रुख,2835,महिला,59,,बागमती प्रदेश,काठमाडौं,8,स्‍नातकोत्तर,"२०७५ सालमा समानुपातिकतर्फ प्रतिनिधि सभा सदस्य निर्वाचित, २०४८ साल देखि नेपाली काङ्ग्रेसको सक्रिय रूपमा विभिन्न पदमा रही काम गरेको",,Tribhuvan University
4,राजेश शाक्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,1909,पुरुष,58,,बागमती प्रदेश,काठमाडौं,8,Bachelor,"२०५४ स्थानीय निर्वाचित कामनपा १९ वडा को सदस्य, २०७४ बागमती प्रदेशको प्रदेश सभाको सदस्य",,Tribhuvan University
5,नबिन शाही,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,1909,पुरुष,50,,बागमती प्रदेश,काठमाडौं,8,IA,"सामाजिक क्षेत्र, व्यवसायिक",,Tribhuvan University
6,राजन खड्गी,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,1033,पुरुष,32,,बागमती प्रदेश,काठमाडौं,8,+2,"सम्पदा अभियन्ता, सामाजिक अभियन्ता",,क्यामबिर्ज कलेज
7,शिव सुन्दर कर्माचार्य,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,281,पुरुष,41,,बागमती प्रदेश,काठमाडौं,8,Diploma in Electronics Engineering,,,
8,छत्र कुमार पाख्रिन,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",षटकोण,203,पुरुष,43,,बागमती प्रदेश,काठमाडौं,8,,समाज सेवा,,Bharat
9,सुनिता महर्जन,स्वतन्त्र,चेसगोटी,179,महिला,38,,बागमती प्रदेश,काठमाडौं,8,साक्षर,,,मंगलोदय माध्यमिक विद्यालय
10,बन्दना श्रेष्ठ,नेपाल मजदुर किसान पार्टी,मादल,90,महिला,42,,बागमती प्रदेश,काठमाडौं,8,S.L.C,,म निर्वाचित भए भने निस्वार्थ रूपमा देश र जनताको सेवा गर्नेछु।,"विद्या मन्दिर माध्यमिक विद्यालय, नैकाप"
11,दिनेश शाहि,नेपाल जनता संरक्षण पार्टी,डोको,71,पुरुष,49,,बागमती प्रदेश,काठमाडौं,8,+2,"समाजसेवामा उल्लेखित सेवा हासिल गरेको, पशु अधिकारको बारेमा काम गरेको",,T.U
12,सलाम सिंह लामा,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,19,पुरुष,54,,बागमती प्रदेश,काठमाडौं,8,S.L.C,व्यापार,,"श्री प्रभा माध्यमिक विद्यालय, काभ्रे"
13,खगेश रंजितकार,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,13,पुरुष,56,,बागमती प्रदेश,काठमाडौं,8,IA,"पूर्व सेना सुवेदार पेनशन, दोस्रो संविधान सभा सदस्य उम्मेदवार, प्रतिनिधि सभा सदस्य उम्मेदवार, २०७४, सेक्युरिटी कम्पनी सञ्‍चालन गरेको","देशमा अराजकताले पिरोलेकोले म खगेज रञ्जितले राष्ट्रलाई निकास दिइ जनता सेवा गर्ने मौका पाए हुन्थ्यो भनी राष्ट्रको मन पर्ने पार्टी जसले देश र जनताको बारे शुभ, शुख अनी संमृद्धीका लागि सोचेको र व्यवहारमा उतारेको पाइएकोले आम जनतालाई योग्य पार्टी आम जनता पार्टी नै रोजेर अनुभव गरेर यहाँ सम्म आएँ।",देउराली मल्टिपल क्याम्पस
14,सरोज राज बैद्म,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,9,पुरुष,48,,बागमती प्रदेश,काठमाडौं,8,S.L.C,जसपा नेपाल युवा संघ,,
15,शुशिला नेपाली,स्वतन्त्र,बाकस,9,महिला,44,,बागमती प्रदेश,काठमाडौं,8,+2,,,Tribhuvan University
16,रेशम  वहादुर सुनार,संयुक्त नागरिक पार्टी,गितार,8,पुरुष,57,,बागमती प्रदेश,काठमाडौं,8,१०,,,
17,विजय डंगोल,नेपाल संघीय समाजवादी पार्टी(एकल चुनाव चिन्ह),बस,8,पुरुष,50,,बागमती प्रदेश,काठमाडौं,8,+2,"राजनैतिक समाजसेवी, आयुर्वेदिक उपचार, व्यवसायी",,जन प्रभात उच्च माध्यमिक विद्यालय
18,मुक्‍ती नाथ शर्मा,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),8,पुरुष,57,,बागमती प्रदेश,काठमाडौं,8,S.L.C,समाजसेवा,,नेपाल युवक मा.वि
19,विकाश खड्गी,स्वतन्त्र,आँखीझ्याल,7,पुरुष,54,,बागमती प्रदेश,काठमाडौं,8,SLC,,,शान्ति निकुञ्ज निकेतन विद्यालय
20,राजेन्द्र प्रसाद शाह,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,5,पुरुष,68,,बागमती प्रदेश,काठमाडौं,8,बी.एल,,मैले देश निर्माणका लागि विकासको प्रत्येक दिन रात निरन्तर रूपले गर्नेछु भनी सत्य निष्ठा पूर्वक प्रण गर्दछु।,Tribhuvan University
21,तुलसा श्रेष्ठ महर्जन,स्वतन्त्र,क्याप,4,महिला,38,,बागमती प्रदेश,काठमाडौं,8,Master Degree,,,Tribhuvan University
22,मुना न्यौपाने (पाण्डे),स्वतन्त्र,मसी,4,महिला,36,,बागमती प्रदेश,काठमाडौं,8,S.L.C,,,"हिमालय माध्यमिक विद्यालय, झापा, दमक"
