Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,प्रदिप विष्‍ट,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,37469,पुरुष,51,Elected,बागमती प्रदेश,काठमाडौं,10,Intermediate in commerce,"व्यवसायिक, राजनीतिक, समाजिक कार्य",,पिपोल्स क्याम्पस
2,हिमाल कार्की,नेपाली काँग्रेस,रुख,8100,पुरुष,55,,बागमती प्रदेश,काठमाडौं,10,+2,,,त्रिभुवन विश्वविद्यालय
3,विनोद श्रेष्‍ठ,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,4864,पुरुष,61,,बागमती प्रदेश,काठमाडौं,10,I. Com,"नेकपा एमालेको पोलिटव्यूरो सदस्य, नेपाल ट्रेड युनियन महासंघको अध्यक्ष, दक्षिण एसियाली ट्रेड युनियन महासंघको उपाध्यक्ष",,नेपाल कमर्श क्याम्पस
4,रुपा महर्जन [श्रेष्‍ठ],नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,2648,महिला,45,,बागमती प्रदेश,काठमाडौं,10,+2,,,शहीद स्मारक कलेज
5,बल राम थापा,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,2239,पुरुष,50,,बागमती प्रदेश,काठमाडौं,10,,,,
6,राकेश न्यौपाने,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,927,पुरुष,34,,बागमती प्रदेश,काठमाडौं,10,स्नातक,,,नेशनल मेडिकल कलेज
7,धन बहादुर श्रेष्‍ठ,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,528,पुरुष,35,,बागमती प्रदेश,काठमाडौं,10,Phd Doctor,ग्रिन सिटी अस्पतालमा कार्यरत,,Tianjin Medical University China
8,बिनोद बुढाथोकी,स्वतन्त्र,चेसगोटी,482,पुरुष,39,,बागमती प्रदेश,काठमाडौं,10,‌+2,,,त्रिभुवन विश्वविद्यालय
9,विन्द्रा महर्जन,नेपाल मजदुर किसान पार्टी,मादल,293,महिला,51,,बागमती प्रदेश,काठमाडौं,10,SLC,,,जनसेवा मा.वि.
10,देव कुमार श्रेष्‍ठ,स्वतन्त्र,प्रेसर कुकर,171,पुरुष,49,,बागमती प्रदेश,काठमाडौं,10,SLC,,,श्री भैरव काली मा वि
11,केशवराज अर्याल,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,75,पुरुष,55,,बागमती प्रदेश,काठमाडौं,10,स्नातकोत्तर,"पत्रकारिता, कानून व्यवसायी, सामाजिक अभियन्ता",,त्रिभुवन विश्वविद्यालय
12,राम कुमार भोम्‍जन,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,65,पुरुष,39,,बागमती प्रदेश,काठमाडौं,10,SLC,"शिक्षक, समाजसेवी, इलेक्ट्रिकल कामहरू",,श्री कृष्ण मा.वि.
13,अम्बर वहादुर पौडेल,राष्ट्रिय जनमोर्चा,गिलास,36,पुरुष,62,,बागमती प्रदेश,काठमाडौं,10,१०,,,नेपाल सरकार
14,कबिता पुडासैनी (अधिकारी),स्वतन्त्र,सारङ्‌गी,29,महिला,45,,बागमती प्रदेश,काठमाडौं,10,+2,,,मनमोहन मेमोरियल उ मा वि
15,विक्रम पाण्डे क्षेत्री,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,22,पुरुष,58,,बागमती प्रदेश,काठमाडौं,10,10,,,आर्मी शिक्षण
16,राज कुमार गिरी,स्वतन्त्र,केबल कार,21,पुरुष,52,,बागमती प्रदेश,काठमाडौं,10,स्नातक,,,त्रिभुवन विश्वविद्यालय
17,दिपक राज पाण्डे,स्वतन्त्र,व्याडमिन्टन कर्क,19,पुरुष,40,,बागमती प्रदेश,काठमाडौं,10,स्नातक,,,त्रिभुवन विश्वविद्यालय
