Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,आशिष गजुरेल,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,17940,पुरुष,44,बागमती प्रदेश,सिन्धुली,2,मस्टर इन ट्रसपेटेसन सिटम ,,,टेकनिकल युनिर्भसिटि मिउनिक जर्मनी
2,लेख नाथ दाहाल,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,14780,पुरुष,49,बागमती प्रदेश,सिन्धुली,2,आ ए,,,सुनकोशी बहुमुखि क्यापस 03
3,मनोज जंग थापा,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,11606,पुरुष,57,बागमती प्रदेश,सिन्धुली,2,एस ल सी,,,श्री कमला मध्यामिक विद्यायल सिन्धुली ढुङ्ग्रेबास
4,सुशिला थिङ,नेपाली काँग्रेस,रुख,6760,महिला,50,बागमती प्रदेश,सिन्धुली,2,एम ए/ बी एल,,,त्रिभुवन विश्व विद्यालय
5,महेश्‍वर दाहाल,स्वतन्त्र,मुढा,586,पुरुष,57,बागमती प्रदेश,सिन्धुली,2,स्नातक,,,त्रिभुवन विश्व विद्यालय
6,इन्द्र बहादुर वि.क,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,471,पुरुष,42,बागमती प्रदेश,सिन्धुली,2,बि. ए.ल ल बी,,,नेपाल ल क्मपस
7,खड्ग बहादुर वाईवा,स्वतन्त्र,भँगेरा,458,पुरुष,68,बागमती प्रदेश,सिन्धुली,2,साधारण लेखपढ,,,महेन्द्र प्रा.वि
8,शान्त वीर लामा,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,432,पुरुष,43,बागमती प्रदेश,सिन्धुली,2,+2,,,सिन्धुली बहुमुख क्यापस
9,मुकुन्द प्रसाद गजुरेल,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,249,पुरुष,76,बागमती प्रदेश,सिन्धुली,2,पी एच डी,,,लेलिन ग्रण फइनान्स विश्व विद्यालय रसिया
10,बर्त्‍ये बहादुर राई,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,163,पुरुष,45,बागमती प्रदेश,सिन्धुली,2,+2,,,जनता उच्च मा.वि
11,निर्मल कुमार स्याङतान,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,104,पुरुष,38,बागमती प्रदेश,सिन्धुली,2,+2,,,जनज्योति मा.वि फ्रोस्रेटार
12,रामेश्‍वरी कोजु,नेपाल मजदुर किसान पार्टी,मादल,33,महिला,40,बागमती प्रदेश,सिन्धुली,2,स्नातकोत्तर,,,त्रिभुवन विश्व विद्यालय
13,माधव प्रसाद न्यौपाने,स्वतन्त्र,ठेकी,25,पुरुष,74,बागमती प्रदेश,सिन्धुली,2,isc,,,सानोठिमी क्याम्पस
14,सरोज बि.क.,स्वतन्त्र,कैंची,22,पुरुष,37,बागमती प्रदेश,सिन्धुली,2,bbs,,,पिनाकल एकेडिमी
15,नर हरी पौडेल,स्वतन्त्र,टि टेवल,20,पुरुष,71,बागमती प्रदेश,सिन्धुली,2,एस एल सि,,,कमल मा.वि सिन्धुली
16,राजन अछामी,मितेरी पार्टी नेपाल,घोडा,12,पुरुष,38,बागमती प्रदेश,सिन्धुली,2,slc,,,श्री दुर्घ मा.वि खाल्टे
