Rank,PoliticalPartyName,SymbolName,TotalVoteReceived
1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,41972
2,नेपाली काँग्रेस,रुख,11247
3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,6320
4,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,3734
5,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,2778
6,जनमत पार्टी,लाउड स्पिकर,2734
7,राष्ट्रिय परिवर्तन पार्टी,बाँसुरी,508
8,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,394
9,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल,323
10,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,317
11,नेपाल जनता संरक्षण पार्टी,डोको,220
12,"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",चकिया (जाँतो),117
13,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),मोबाइल,102
14,नेपाल मजदुर किसान पार्टी,मादल,91
15,सार्वभौम नागरिक पार्टी,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,77
16,नेपालका लागि नेपाली पार्टी,गोलाकार भित्र शङ्‌ख,76
17,राष्ट्रिय एकता दल,"तुलसी, मठ",71
18,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),बस,70
19,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,48
20,संयुक्त नागरिक पार्टी,गितार,36
21,गतिशील लोकतान्त्रिक पार्टी,ब्याट्री,34
22,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,32
23,राष्ट्रिय जनता पार्टी नेपाल,दायाँ हातले समातेको मसाल,32
24,बहुजन शक्ति पार्टी,जग,30
25,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",षटकोण,29
26,समावेशी समाजवादी पार्टी नेपाल,भित्ते घडी,21
27,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),हँसिया र तारा,20
28,नेपाल लोकतान्त्रिक पार्टी,दुई हात जोडेको नमस्कार,18
29,नेपाली काँग्रेस (वी.पी.),करूवा,17
30,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,16
31,"राष्ट्रिय उर्जाशील पार्टी, नेपाल",चापाकल (ट्‍युवेल),16
32,राष्ट्रिय जनमोर्चा,गिलास,15
33,"नागरिक शक्ति, नेपाल",त्रिशुल,15
34,जनप्रिय लोकतान्त्रिक पार्टी,बज्र,12
35,समावेशी समाजवादी पार्टी,श्रीवत्स समृद्धिको प्रतीक,12
36,प्रजातान्त्रिक पार्टी नेपाल,रथ,12
37,उन्‍नत लोकतन्त्र पार्टी,खुला किताब,12
38,राष्ट्रिय गौरव पार्टी,पाँचमुखे रुद्राक्षको दाना,11
39,नेपाल जनता पार्टी,कमलको फूल,11
40,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,9
41,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,9
42,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),गैँती,9
43,नेपाल सद्‍भावना पार्टी,पञ्जा छाप,8
44,नेपाल मातृभूमि पार्टी,बलिरहेको दियो,7
45,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,7
46,स्वाभिमान पार्टी,बाली बोकेको महिलाको आकृति,6
47,मंगोल नेशनल अर्गनाइजेशन,कुखुराको भाले,6
48,त्रिमुल नेपाल,ओदान,6
49,जन अधिकार पार्टी,डुङ्‌गा,5
50,नेपाली जनश्रमदान संस्कृति पार्टी,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,5
51,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,5
52,नेपाली जनता दल,सिट्ठी,5
53,पिपुल फर्ष्ट पार्टी,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,4
54,"जनता लोकतान्त्रिक पार्टी, नेपाल",भैँसी,3
55,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),जगर भएको सिंह,2
56,नेपाल जनमुक्ति पार्टी,घर,1
57,मितेरी पार्टी नेपाल,घोडा,1
