Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,सुरेश कुमार चौधरी,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,32792,पुरुष,56,Elected,लुम्बिनी प्रदेश,बाँके,1,,,,
2,नारायण प्रसाद गौडेल,नेपाली काँग्रेस,रुख,15301,पुरुष,60,,लुम्बिनी प्रदेश,बाँके,1,,,,
3,सुर्य प्रसाद ढकाल,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,11095,पुरुष,53,,लुम्बिनी प्रदेश,बाँके,1,,,,
4,नरेन्द्र प्रसाद पाण्डे,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,6033,पुरुष,49,,लुम्बिनी प्रदेश,बाँके,1,,,,
5,प्रदिप कुमार शाह,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,3234,पुरुष,63,,लुम्बिनी प्रदेश,बाँके,1,,,,
6,कृष्णा के.सी.,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,1240,महिला,46,,लुम्बिनी प्रदेश,बाँके,1,,,,
7,भरत निधी तिवारी,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,463,पुरुष,34,,लुम्बिनी प्रदेश,बाँके,1,,,,
8,धन बहादुर खड्का,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,246,पुरुष,43,,लुम्बिनी प्रदेश,बाँके,1,,,,
9,दिपक वुढाथोकी,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,186,पुरुष,29,,लुम्बिनी प्रदेश,बाँके,1,,,,
10,तुलसी राम सापकोटा,राष्ट्रिय जनमोर्चा,गिलास,126,पुरुष,68,,लुम्बिनी प्रदेश,बाँके,1,,,,
11,राजेन्द्र कुमार विश्वकर्मा,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,84,पुरुष,45,,लुम्बिनी प्रदेश,बाँके,1,,,,
12,सुर्जा थापा,नेपाल मजदुर किसान पार्टी,मादल,56,महिला,40,,लुम्बिनी प्रदेश,बाँके,1,,,,
13,दिवाकर​ शर्मा,स्वतन्त्र,मुढा,39,पुरुष,39,,लुम्बिनी प्रदेश,बाँके,1,,,,
14,फेरुलाल चौधरी,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,12,पुरुष,48,,लुम्बिनी प्रदेश,बाँके,1,,,,
