Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,जय पती रोकाया,नेपाली काँग्रेस,रुख,8797,पुरुष,47,Elected,कर्णाली प्रदेश,हुम्ला,1,SLC,"नेपाल तरुणदल हुम्लाको अध्यक्ष 
नेपाली काँग्रेस हुम्लाको सभापति
नेपाली काँग्रेस कर्णाली प्रदेश सदस्य
 समाजसेवा",,श्री मानसरोवर उ.मा.वि
2,दीपेन्द्र रोकाया,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,7243,पुरुष,47,,कर्णाली प्रदेश,हुम्ला,1,PHD,"२०५३ देखि २०७५ सम्म पत्रकारीता गरेको 
२०७५ देखि २०७८ सम्म कर्णाली प्रदेश योजना आयोगको सदस्य
२०७९ देखि हाल सम्म नेपाली कमनिष्‍ट  जिल्ला संयोजक हुँदै केन्दिय सदस्य भइ कार्यारत",,TU
3,दल फडेरा,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,4331,पुरुष,50,,कर्णाली प्रदेश,हुम्ला,1,स्नातक  तह,,,त्रि.वि
4,टासी ल्हान्जोम,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,1064,महिला,26,,कर्णाली प्रदेश,हुम्ला,1,स्नातक राजनितिक रास्त्र,सामाजिक अभियन्ता,,"दिल्ली विश्वविद्यालय,भारत"
5,जटिल कार्की,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,248,पुरुष,30,,कर्णाली प्रदेश,हुम्ला,1,स्नातक,राष्टिय पुननिर्माण प्राधिकरण काठमाडौंमा ६ वर्ष काम गरेको,,Eastern Univercity
6,कुम्भ वुढा,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,128,पुरुष,51,,कर्णाली प्रदेश,हुम्ला,1,SLC,,,ज्ञनोदय मा.वि
7,छक्क बुढा,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,124,पुरुष,30,,कर्णाली प्रदेश,हुम्ला,1,प्रमानपत्र तह,,,मानसरोवर मा. वि
