Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
11,रेवत कुमार अधिकारी,स्वतन्त्र,चेसगोटी,359,पुरुष,44,मधेश प्रदेश,सर्लाही,1,‌+2,-,-,-
12,तैयव मन्सुर,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल,312,पुरुष,43,मधेश प्रदेश,सर्लाही,1,साधरण,-,नेपाल र नेपाली जनताको लागि इमान्दार सँग राष्टको सेवा गर्नेछु।,मोहनपुर
13,जितेन्द्र प्रसाद साह रौनियार,नेपाल जनता संरक्षण पार्टी,डोको,299,पुरुष,62,मधेश प्रदेश,सर्लाही,1,साधरण,-,जनता प्रति भएको अन्यायको विरुद्धमा,ब्रह्मपुरी
14,लुमडी प्रसाद धिमाल,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,215,पुरुष,57,मधेश प्रदेश,सर्लाही,1,वि.एड.,कृषि सम्बन्धी ,-,रत्नराज्य क्याम्पस
15,टेक बहादुर श्रेष्ठ,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",षटकोण,163,पुरुष,30,मधेश प्रदेश,सर्लाही,1,साधारण,-,-,सरकारी विद्यालय
16,विकाश कुमार ठाकुर,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),48,पुरुष,34,मधेश प्रदेश,सर्लाही,1,एस.एल.सी.,"पत्रकरिता, समाजसेवा, पर्यटन",भ्रष्टचार गर्दिन।,"श्रीमती कृष्णादेवी जनता मा.वि., मलंगवा, सर्लाही"
17,मो. अस्‍फाक,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,39,पुरुष,61,मधेश प्रदेश,सर्लाही,1,i.com.,"सरकारी सेवा निजामती, अवकाश प्राप्त ",-,महाविर जनता मा.वि.हरिपुर
18,इनरजीत साह तेली,नेपाल जनता पार्टी,कमलको फूल,37,पुरुष,44,मधेश प्रदेश,सर्लाही,1,s.l.c.,ड्राइभिङ्ग,-,श्री दुर्गा जनता मा.वि. बबरगंज
19,अमृत लाल वोम्जन,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,36,पुरुष,53,मधेश प्रदेश,सर्लाही,1,-,-,-,-
20,रमाकान्त कापर,नेपाल मजदुर किसान पार्टी,मादल,34,पुरुष,54,मधेश प्रदेश,सर्लाही,1,कक्षा १० ,श्री मरिचमान सिंह जनता मा.वि. व्यवस्थापन समिति सदस्य र कामत टोल सुधार समिति अध्यक्ष,"निर्वाचन एक प्रजातान्त्रिक प्रक्रिया हो । यो शान्तिपुर्ण र निष्पक्ष हुनु पर्दछ । धाकधम्की, पूर्वाग्रह र मत किन्ने कार्यबाट मुक्त हुनु पर्दछ।",जलधर कमलदेव मा.वि. ब्रह्मपुरी
21,मोहन पासवान,स्वतन्त्र,जीप,23,पुरुष,33,मधेश प्रदेश,सर्लाही,1,+2,-,-,जनज्योति मा.वि. सर्लाही 
22,अरुण कुमार महत्तो  सुडी,स्वतन्त्र,कैंची,21,पुरुष,59,मधेश प्रदेश,सर्लाही,1,+12 Science ,३८ बर्ष सार्वजनिक संस्थानमा काम गरेको,राजनीतिक दलहरु पटक पटक फुटने र जुटने गरेको कारण स्वतन्त्र उम्मेदवारी दिएको ,रा.रा.ब. क्याम्पस जनकपुर
23,गम्भीर हरी अधिकारी,स्वतन्त्र,मुढा,14,पुरुष,35,मधेश प्रदेश,सर्लाही,1,एस.एल.सी.,-,-,-
24,राम दुलार महतो,स्वतन्त्र,आँप,10,पुरुष,34,मधेश प्रदेश,सर्लाही,1,११,-,-,-
25,रामपरिक्षण यादव,स्वतन्त्र,भँगेरा,8,पुरुष,44,मधेश प्रदेश,सर्लाही,1,एस.एल.सी.,-,-,-
26,माधो पासवान दुसाध,स्वतन्त्र,क्यामरा,7,पुरुष,39,मधेश प्रदेश,सर्लाही,1,-,-,-,-
27,भरत  चौधरी ,स्वतन्त्र,कप र प्लेट,6,पुरुष,48,मधेश प्रदेश,सर्लाही,1,साक्षर ,-,-,-
28,राम कलास,स्वतन्त्र,स्टुल,3,पुरुष,54,मधेश प्रदेश,सर्लाही,1,साधारण,-,-,-
