Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,नितिमा भण्डारी (कार्की),राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,44181,महिला,43,मधेश प्रदेश,सर्लाही,1,स्नातक तह ,-,-,old street college eustom (UK)
2,शम्भु लाल श्रेष्ठ,नेपाली काँग्रेस,रुख,7871,पुरुष,64,मधेश प्रदेश,सर्लाही,1,स्नातक,"२०४९ र २०५४ मा गा.वि.स. अध्यक्ष, २०७० दोस्रो संविधान सभाको सदस्य ",-,नेपाल कमर्स क्याम्पस
3,मनोज कुमार देबकोटा,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,6101,पुरुष,54,मधेश प्रदेश,सर्लाही,1,आई.ए.,"ईश्वरपुर नगरपालिकाको ५ बर्ष नगर प्रमुख, पूर्व भक्तिपुर गा.वि.स.को उपाध्यक्ष ",सामाजिक विकाश निर्माण सामाजिक सद्भाव एकतालाइ कायम राख्ने ।,"महेन्द्र जनता मा.वि., विराटनगर"
4,प्रमोद साह,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,5498,पुरुष,47,मधेश प्रदेश,सर्लाही,1,वि.ए.,"स्व.वि.यु. उपसभापति, पुर्व प्रतिनिधि सभा सदस्य",-,रा.रा.ब. क्याम्पस
5,राम प्रकाश चौधरी,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,3991,पुरुष,61,मधेश प्रदेश,सर्लाही,1,-,"प्रहरीमा सेवा, निवर्तमान संघीय सांसद",-,-
6,छत्र बहादुर डुम्जन,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,1913,पुरुष,59,मधेश प्रदेश,सर्लाही,1,एस.एल.सी.,सामाजिक अभियान्ता ,देशलाइ समृद्धि तिर अगाडी बढाइ जिवनस्तर उच्च बनाउने,श्री म.आ.प.मा.वि. जलेश्वर
7,श्रीन्जय महतो,जनमत पार्टी,लाउड स्पिकर,848,पुरुष,34,मधेश प्रदेश,सर्लाही,1,‌‌+2,-,-,जनज्योति सेकेन्डरी लालबन्दी
8,राजा राम पासवान,बहुजन एकता पार्टी नेपाल(एकल चुनाव चिन्ह),बस,624,पुरुष,50,मधेश प्रदेश,सर्लाही,1,प्रविणता ,-,-,श्री चतुर्भुजेश्वर जनता मा.वि. सुखेपोखरी
9,सुर्य नारायण राय यादव,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,601,पुरुष,68,मधेश प्रदेश,सर्लाही,1,I.SC.,-,-,-
10,सुमन हरि अधिकारी,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,580,पुरुष,33,मधेश प्रदेश,सर्लाही,1,वि.एड.,,म जनताको दुख सुख नजिकबाट बुझ्ने श्रम र इमान्दारीको राजनितीमा विश्वास गर्ने व्यक्ति हुँ ।,चतुर्भुजेश्वर जनता मा.वि.
