Rank,PoliticalPartyName,SymbolName,TotalVoteReceived
1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,4944
2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,4707
3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,3102
4,नेपाली काँग्रेस,रुख,2595
5,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,289
6,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,234
7,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,72
8,राष्ट्रिय परिवर्तन पार्टी,बाँसुरी,25
9,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल",षटकोण,24
10,सार्वभौम नागरिक पार्टी,गाढा निलो कलरको गोलाकार भित्र 24 किलाको चक्र,16
11,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,8
12,"जनता लोकतान्त्रिक पार्टी, नेपाल",भैँसी,8
13,जनमत पार्टी,लाउड स्पिकर,6
14,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),गैँती,5
15,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,5
16,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी-लेनिनवादी),हँसिया र तारा,5
17,राष्ट्रिय एकता दल,"तुलसी, मठ",5
18,राष्ट्रिय गौरव पार्टी,पाँचमुखे रुद्राक्षको दाना,5
19,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,5
20,नेपाल जनता संरक्षण पार्टी,डोको,5
21,"एकल चिन्ह चकिया (जाँतो) (राष्ट्रिय मुक्ति पार्टी नेपाल/जनता समाजवादी पार्टी/नागरिक उन्मुक्ति पार्टी, नेपाल)",चकिया (जाँतो),4
22,नेपाल मातृभूमि पार्टी,बलिरहेको दियो,4
23,राष्ट्रिय जनमोर्चा,गिलास,3
24,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,3
25,बहुजन शक्ति पार्टी,जग,2
26,राष्ट्रिय जनता पार्टी नेपाल,दायाँ हातले समातेको मसाल,2
27,संयुक्त नागरिक पार्टी,गितार,2
28,गतिशील लोकतान्त्रिक पार्टी,ब्याट्री,2
29,समावेशी समाजवादी पार्टी नेपाल,भित्ते घडी,2
30,जन अधिकार पार्टी,डुङ्‌गा,1
31,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल,1
32,नेपाल मजदुर किसान पार्टी,मादल,1
33,नेपाली जनता दल,सिट्ठी,1
34,जनप्रिय लोकतान्त्रिक पार्टी,बज्र,1
35,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,1
36,"राष्ट्रिय उर्जाशील पार्टी, नेपाल",चापाकल (ट्‍युवेल),1
37,स्वाभिमान पार्टी,बाली बोकेको महिलाको आकृति,1
38,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,1
39,एकल चिन्ह मोबाइल (आम जनता पार्टी/जनादेश पार्टी नेपाल),मोबाइल,1
40,नेपाल जनता पार्टी,कमलको फूल,1
41,नेपाल सद्‍भावना पार्टी,पञ्जा छाप,1
42,पिपुल फर्ष्ट पार्टी,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,1
43,नेपाली काँग्रेस (वी.पी.),करूवा,1
44,त्रिमुल नेपाल,ओदान,0
45,उन्‍नत लोकतन्त्र पार्टी,खुला किताब,0
46,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,0
47,एकल चिन्ह  बस (नेपाल संघीय समाजवादी पार्टी/बहुजन एकता पार्टी नेपाल/नेपाल जनजागृति पार्टी),बस,0
48,समावेशी समाजवादी पार्टी,श्रीवत्स समृद्धिको प्रतीक,0
49,मंगोल नेशनल अर्गनाइजेशन,कुखुराको भाले,0
50,मितेरी पार्टी नेपाल,घोडा,0
51,नेपालका लागि नेपाली पार्टी,गोलाकार भित्र शङ्‌ख,0
52,एकल चिन्ह जगर भएको सिंह(सचेत नेपाली पार्टी/नागरिक सर्वोच्चता पार्टी नेपाल),जगर भएको सिंह,0
53,"नागरिक शक्ति, नेपाल",त्रिशुल,0
54,प्रजातान्त्रिक पार्टी नेपाल,रथ,0
55,नेपाल जनमुक्ति पार्टी,घर,0
56,नेपाल लोकतान्त्रिक पार्टी,दुई हात जोडेको नमस्कार,0
57,नेपाली जनश्रमदान संस्कृति पार्टी,मान्छेले काधमा बोकिराखेको ढुङ्‌गा,0
