Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,शिव शंकर यादव,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,39561,पुरुष,30,Elected,मधेश प्रदेश,सिराहा,2,स्नातक,छैन,छैन,tu
2,राम चन्द्र यादव,नेपाली काँग्रेस,रुख,12814,पुरुष,54,,मधेश प्रदेश,सिराहा,2,S.L.C,छैन,छैन,बोर्ड नेपाल
3,नवीन कुमार यादव,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,6713,पुरुष,51,,मधेश प्रदेश,सिराहा,2,प्रविन्ता प्रमाण  पत्र तह,छ,छ,tu
4,मुक्ति नारायण सिंह,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,3680,पुरुष,50,,मधेश प्रदेश,सिराहा,2,S.L.C,छ,छैन,नेपाल बोर्ड
5,स‌ंजीव कुमार यादव,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,3087,पुरुष,39,,मधेश प्रदेश,सिराहा,2,एम.एड,छ,छेन,pu
6,बिनोद कुमार यादव,जनमत पार्टी,लाउड स्पिकर,2360,पुरुष,56,,मधेश प्रदेश,सिराहा,2,स्नातक,छैन,छैन,tu
7,कपलेशवर यादव,स्वतन्त्र,चेसगोटी,349,पुरुष,47,,मधेश प्रदेश,सिराहा,2,S.L.C,छैन,छैन,नेपाल बोर्ड
8,राम कुमार यादव,नेपालका लागि नेपाली पार्टी,गोलाकार भित्र शङ्‌ख,211,पुरुष,51,,मधेश प्रदेश,सिराहा,2,छैन,छैन,छैन,छैन
9,ललित कुमार सिंह,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,173,पुरुष,54,,मधेश प्रदेश,सिराहा,2,10+2,छैन,छेन,H.S.B
10,श्‍याम किशो‍र साह हलुवाइ,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,168,पुरुष,74,,मधेश प्रदेश,सिराहा,2,S.L.C,छैन,छैन,नेपाल बोर्ड
11,गंगा राम ठाकुर,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,119,पुरुष,62,,मधेश प्रदेश,सिराहा,2,बिएड,छैन,छैन,tu
12,विल्टु यादव,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,92,पुरुष,61,,मधेश प्रदेश,सिराहा,2,प्रविन्ता प्रमाण तह,छैन,छैन,T.U
13,कौशल कुमार सिंह,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),64,पुरुष,53,,मधेश प्रदेश,सिराहा,2,स्नातक,छैन,छैन,tu
14,विजय कुमार यादव,स्वतन्त्र,व्याडमिन्टन कर्क,52,पुरुष,43,,मधेश प्रदेश,सिराहा,2,छैन,छैन,छैन,छैन
15,सवुर लाल राम,बहुजन एकता पार्टी नेपाल(एकल चुनाव चिन्ह),बस,38,पुरुष,52,,मधेश प्रदेश,सिराहा,2,M. FIL,छ,छ,T.U
16,राज कुमार पासमान,नेपाल मजदुर किसान पार्टी,मादल,30,पुरुष,53,,मधेश प्रदेश,सिराहा,2,साधारण लेखपढ,छैन,छैन,छैन
17,अनश्वर कुमार महतो,स्वतन्त्र,मुढा,28,पुरुष,39,,मधेश प्रदेश,सिराहा,2,छैन,छैन,छैन,छैन
18,राजेश्‍वर साह,स्वतन्त्र,मसी,16,पुरुष,57,,मधेश प्रदेश,सिराहा,2,I.Com,छ,छ,tu
19,शिव कुमार कामैत,स्वतन्त्र,पंखा,14,पुरुष,49,,मधेश प्रदेश,सिराहा,2,साधारण लेखपढ,छैन,छैन,छैन
20,जय प्रकास महतो,स्वतन्त्र,दूरबिन,13,पुरुष,45,,मधेश प्रदेश,सिराहा,2,स्नातक ,छैन,छैन,T.U
21,रविन्द्र कुमार यादव,स्वतन्त्र,केराको काइँयो,13,पुरुष,36,,मधेश प्रदेश,सिराहा,2,10+2,छैन,छैन,T.U
22,उषा कुमारी यादव,स्वतन्त्र,कैंची,9,महिला,34,,मधेश प्रदेश,सिराहा,2,छैन,छैन,छैन,छैन
23,राम गणेश यादव,स्वतन्त्र,सिरिन्ज,8,पुरुष,32,,मधेश प्रदेश,सिराहा,2,10+2,छैन,छैन,H.S.B
24,उदय कुमार मगर,स्वतन्त्र,पेन्चिस,7,पुरुष,38,,मधेश प्रदेश,सिराहा,2,S.L.C,छैन,छैन,नेपाल बोर्ड
25,राज  कुमार  चौधरी ,स्वतन्त्र,आरी,6,पुरुष,43,,मधेश प्रदेश,सिराहा,2,S.L.C,छैन,छैन,नेपाल बोर्ड
26,रमेश कुमार यादव,स्वतन्त्र,क्याल्कुलेटर,5,पुरुष,29,,मधेश प्रदेश,सिराहा,2,10+2,छैन,छैन,H.S.B
27,रोविन यादव,स्वतन्त्र,आँखीझ्याल,5,पुरुष,30,,मधेश प्रदेश,सिराहा,2,10+2,छैन,छैन,H.S.B
28,शान्ती देवी यादव,स्वतन्त्र,खाम,5,महिला,52,,मधेश प्रदेश,सिराहा,2,छैन,छैन,छैन,छैन
29,कपलेश्‍वरी देवी साह,स्वतन्त्र,कप र प्लेट,3,महिला,45,,मधेश प्रदेश,सिराहा,2,साक्षर,छैन,छैन,छैन
