Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,इन्दिरा राना मगर,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,60110,महिला,55,कोशी प्रदेश,झापा,2,आई कम ,"बालबालिका तथा महिला शसक्तिकरण कार्यमा बन्दि सहायता नेपाल मार्फत ३औ वर्ष काम गरेको
१ कार्यकाल प्रतिनिधि उपसभामुख जिम्मेवारी बहन गरेको",,त्रिभुवन युनिभरसिटि
2,देव राज घिमिरे,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,11368,पुरुष,69,कोशी प्रदेश,झापा,2,प्रविणता प्रमाण पत्र,"2031 सालबाट नेपाल कम्युनिष्ट पार्टिमा संलग्न भई काम गरेको
 राष्ट्रसभा सदस्य (2054-60) 
2079/08/04 मा प्रतिनिधि सभा सदस्य निर्वाचनमा झापा २ बाट निर्वाचित
2079/10/05 मा प्रतिनिधि सभाको सभामुखमा निर्वाचित",,त्रिभुवन विश्वविध्यालय
3,केशव कुमार भण्डारी,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,7291,पुरुष,40,कोशी प्रदेश,झापा,2,स्नातक तह,"कम्प्यूटर टेक्निसियन
ड्राइभिङ्ग",,मेची क्याम्पस भद्रपुर
4,सरिता प्रसाई,नेपाली काँग्रेस,रुख,5616,महिला,58,कोशी प्रदेश,झापा,2,वि ए,"नेपाली विद्यार्थि संघ तरुण दलको केन्द्रिय सदस्य
नेपाली काङ्गेसको केन्द्रिय सदस्य
संविधान सभा सदस्य, राष्ट्र सभा सदस्य
प्रतिनिधि सभा सदस्य",,मेची बहुमुखी क्याम्पस भद्रपुर झापा
5,भद्र प्रसाद नेपाल,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,3966,पुरुष,50,कोशी प्रदेश,झापा,2,एम ए एमसीजे विद्यावारिधिरत,"पत्रकारिता
वकालत
शिक्षण/ प्रध्यापन
",,त्रि वि / पूर्वाञ्चल विश्वविद्यालय/ लुम्बिनि अन्तराष्ट्रिय विश्वविद्यालय
6,धर्माशिला चापागाई,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,1115,महिला,53,कोशी प्रदेश,झापा,2,स्नातक तह,"2048 सालदेखि 2051 साल सम्म मजदुरहरुको हितमा काम गरेको। 
गाँउमा रहेर स्वास्थ्यको लागि खेल भन्दै जुडो खेलको प्रशिक्षण दिएको
संविधान सभा सदस्य भई संघिय लोकतान्त्रिक अभ्यास गर्दै संविधान निर्माण गरेको
 स्वास्थ्य राज्य मन्त्रि भई स्वास्थ्यमा नितिगत परिवर्तन गरी काम गरेबो",,त्रिभुवन विश्वविद्यालय
7,चुडा कर्ण बेघा,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,560,पुरुष,50,कोशी प्रदेश,झापा,2,वि ए,,,इन्डोर विश्वविद्यालय भारत
8,रमेश कुमार राजवंशी,जनमत पार्टी,लाउड स्पिकर,380,पुरुष,41,कोशी प्रदेश,झापा,2,+2,,,घैलाडुब्बा आदर्श विद्या मन्दिर मा वि 
9,युवराज संग्रौला,स्वतन्त्र,पंखा,305,पुरुष,66,कोशी प्रदेश,झापा,2,विद्यावारिधी देल्लि विश्वविद्यालय 2007,"2043-2046 साल सम्म त्रि वि पृथ्वीनारायण क्याम्पस पोखरा र त्यसपछि 2057 साल सम्म त्री वी कानुन संकाय काठमाण्डौ उपप्रध्यापक, काठमाण्डौ स्कुल अफ ल मा 2059 देखि 2082/04/01 सम्म 2068 साल नेपाल साज्यको महान्यायधिवक्ता आठ महिना विभीन्न निकायमा परामर्शदाता तथा समिति सदस्य","39 वर्ष करिब विभिन्न विश्वविध्यालय कलेजहरुमा अधे्यापन र 2082 श्रावण देखि अवकास
हाल सम्म विभिन्न विद्याका २३ वठा पुस्तक प्रकाशन
चीन, भारत, बङ्गलादेश, थाइल्याण्ड तथा अमेरीकामा अतिथी प्रध्यापक
शिक्षा आयोग बाग्मती उच्च शिक्षापरिषद तथा प्रतिरक्षा विश्वविध्यालयमा अवैतरिक विज्ञका रुपमा केही महिना अगाडी सम्म कार्य गरेको र सन 2009 मा शुरक्षा निकाय सुदृढिकरण कार्यदतामा काम गरेको",देल्हि विश्वविद्यालय कानुन संकाय
10,अकल बहादुर तामाङ्ग,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,148,पुरुष,55,कोशी प्रदेश,झापा,2,माध्यामिक तह,,,
