Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,अरबिन्द साह,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,40697,पुरुष,41,Elected,मधेश प्रदेश,बारा,3,स्नातकोत्तर,,,त्रिभुवन विश्व विद्यालय
2,फरमुल्लाह मंसुर,नेपाली काँग्रेस,रुख,10052,पुरुष,71,,मधेश प्रदेश,बारा,3,एस एल सी,"पूर्व प्रतिनिधि सभा सदस्य एवं संविधान सभा सदस्य
विज्ञान तथा प्रविधि तथा श्रम तथा रोजगार मन्त्री ",,बोर्ड अफ नेपाल
3,रामवावु कुमार यादव,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,6884,पुरुष,50,,मधेश प्रदेश,बारा,3,स्नातक,"प्रतिनिधी सभा सदस्य (२०७४-२०७९)
ज.स.पा नेपाल मधेश प्रदेश अध्यक्ष (२०७८-२०८०)",,सरदार पटेल युनिवर्सिटी बालघाट भारत 
4,ज्वाला कुमारी साह,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,5271,महिला,44,,मधेश प्रदेश,बारा,3,स्नातक,संघीय पूर्व मन्त्री ,,त्रि.वि.वि
5,प्रमोद प्रसाद गुप्‍ता,जनमत पार्टी,लाउड स्पिकर,3819,पुरुष,47,,मधेश प्रदेश,बारा,3,स्नातक,पहिलो संविधान सभामा निर्वाचित भई काम गरेको अनुभव,,त्रि.वि
6,भरत प्रसाद साह,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,1751,पुरुष,64,,मधेश प्रदेश,बारा,3,B.ED,,,
7,तिेर्थ बहादुर गुरुङ,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,1726,पुरुष,43,,मधेश प्रदेश,बारा,3,एस एल सी,-,,बोर्ड अफ नेपाल 
8,राजेन्द्र प्रसाद जैसवार,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,319,पुरुष,56,,मधेश प्रदेश,बारा,3,स्नातक,,,
9,मुमतज बेगम,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,142,महिला,39,,मधेश प्रदेश,बारा,3,सधारण लेख पढ,,,-
10,वालाकृष्‍ण शर्मा,राष्ट्रिय जनमोर्चा,गिलास,139,पुरुष,58,,मधेश प्रदेश,बारा,3,एस.एल.सी,,,बोर्ड अप नेपाल 
11,सम्‍‍झना गोले,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,127,महिला,47,,मधेश प्रदेश,बारा,3,समान्य ,,,समान्य
12,रामएकबाल राउत,नेपाल मजदुर किसान पार्टी,मादल,56,पुरुष,50,,मधेश प्रदेश,बारा,3,एस.एल.सी,,,
13,संजय कुमार सहनी,जन अधिकार पार्टी,डुङ्‌गा,52,पुरुष,28,,मधेश प्रदेश,बारा,3,+2,,,
14,लक्ष्मण लामा,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,47,पुरुष,45,,मधेश प्रदेश,बारा,3,+2,-,-,TU
15,प्रहलाद प्रसाद साह कलवार,नेपाल जनता पार्टी,कमलको फूल,45,पुरुष,73,,मधेश प्रदेश,बारा,3,एस एल सि,"जग्गा प्रशासन 
मालपोत कार्यालयमा ना सु पदमा ३७ वर्ष ",,बोर्ड अफ नेपाल 
16,राकेश कुमार साह कानु,स्वतन्त्र,हेल्मेट,15,पुरुष,37,,मधेश प्रदेश,बारा,3,एस एल सी ,,,बोर्ड अफ नेपाल 
17,सविना गोले,स्वतन्त्र,कैंची,13,महिला,49,,मधेश प्रदेश,बारा,3,सधारण लेखपढ,,,
18,सन्तोष पंडित कुम्हार,स्वतन्त्र,क्यामरा,12,पुरुष,36,,मधेश प्रदेश,बारा,3,कक्षा १०,,,-
19,दिनेश प्रसाद सिह,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,11,पुरुष,55,,मधेश प्रदेश,बारा,3,एस.एल.सी,,,
20,चन्द्र प्रकाश सुवेदी,स्वतन्त्र,कप र प्लेट,9,पुरुष,59,,मधेश प्रदेश,बारा,3,स्नातकोत्तर (अर्थ शास्त्र),"शिक्षण पेशामा विभिन्न तहमा ३३ वर्ष
समाजसेवा (सुन्दर नेपाल निर्माण अभियानको अभियान्ता)
",देशको अवस्था अत्यन्तै संकटपूर्ण भएकोले बाँकी जीवन देश जनताको निम्ति  समर्पित गर्ने उदेश्यले स्वेच्छिक अवकाश लिई जनसेवामा समर्पित ,त्रिभुवन युनिभर्सिटी
21,लाल मुकेश ठाकुर,स्वतन्त्र,डस्ट बिन,7,पुरुष,38,,मधेश प्रदेश,बारा,3,+2,,,
22,सुनिल पासवान,स्वतन्त्र,भँगेरा,5,पुरुष,40,,मधेश प्रदेश,बारा,3,सधारण लेखपढ ,-,-,सधारण लेखपढ
23,उमरावती देवी साह,स्वतन्त्र,नरिवल,4,महिला,56,,मधेश प्रदेश,बारा,3,समान्य लेखपढ ,,,
24,सुरेश प्रसाद शर्मा सुवेदी,स्वतन्त्र,आँप,2,पुरुष,64,,मधेश प्रदेश,बारा,3,सधारण,,,
