Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,सुधन गुरुङ,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,29896,पुरुष,38,Elected,गण्डकी प्रदेश,गोरखा,1,,,,
2,प्रेम कुमार खत्री,नेपाली काँग्रेस,रुख,15398,पुरुष,42,,गण्डकी प्रदेश,गोरखा,1,,,,
3,हरि राज अधिकारी,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,11124,पुरुष,58,,गण्डकी प्रदेश,गोरखा,1,,,,
4,राम चन्द्र लामिछाने,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,3732,पुरुष,44,,गण्डकी प्रदेश,गोरखा,1,,,,
5,रामकाजी राना मगर,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,489,पुरुष,55,,गण्डकी प्रदेश,गोरखा,1,,,,
6,केदार मणी खनाल,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,310,पुरुष,40,,गण्डकी प्रदेश,गोरखा,1,,,,
7,जित बहादुर घले,संयुक्त नागरिक पार्टी,गितार,165,पुरुष,53,,गण्डकी प्रदेश,गोरखा,1,,,,
8,देव बहादुर थापा,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,142,पुरुष,29,,गण्डकी प्रदेश,गोरखा,1,,,,
9,विष्णु प्रसाद रिजाल,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,57,पुरुष,72,,गण्डकी प्रदेश,गोरखा,1,,,,
10,आकाश राना मगर,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,35,पुरुष,41,,गण्डकी प्रदेश,गोरखा,1,,,,
11,कविता भट्टराई,स्वतन्त्र,कप र प्लेट,23,महिला,34,,गण्डकी प्रदेश,गोरखा,1,,,,
12,मनु कुमारी श्रेष्‍ठ,नेपाल मजदुर किसान पार्टी,मादल,19,महिला,56,,गण्डकी प्रदेश,गोरखा,1,,,,
