Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,उत्तम प्रसाद पौडेल,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,31911,पुरुष,43,Elected,गण्डकी प्रदेश,कास्की,2,स्नातक रनिङ,KEF Education kaski,,
2,रश्‍मि आचार्य,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,7493,पुरुष,45,,गण्डकी प्रदेश,कास्की,2,"स्नातकोत्तर, पि.एच.डि स्कलर","स्व.वि.यु. सभापति पृथ्वीनारायण क्याम्पस
उपाध्यक्ष अनेरास्ववियू केन्द्रिय कमिटि
केन्द्रिय सदस्य नेकपा (एमाले)",,त्रिभुवन विश्वविद्यालय
3,माधव प्रसाद वांस्तोला,नेपाली काँग्रेस,रुख,6500,पुरुष,58,,गण्डकी प्रदेश,कास्की,2,स्नातकोत्तर,"अधिवक्ताको हैसियतले कानून व्यवसाय
स्थानीय तहको वडाध्यक्ष भै २०५४ सालको निर्वाचनमा निर्वाचित","संघिय लोकतान्त्रीक गणतन्त्रात्मक राज्य व्यवस्था अनुरुप नेपालको संविधानको भावना र मर्मको रक्षा गर्दै संवैधानिक सर्वोच्चता, विधिको शासन, मानव अधिकार लगयतको संरक्षण गर्दै समुन्नत राष्ट्र निर्माणमा आफूलाई समर्पण गर्ने प्रतिवद्धता व्यक्त गर्दछु।",त्रिभुवन विश्वविद्यालय
4,हेम जङग गुरुङ,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,1643,पुरुष,65,,गण्डकी प्रदेश,कास्की,2,सिभिल इन्जिनियरिङ,विभिन्न सामाजिक एवं व्यवसायिक संघ संस्थाहरुको प्रमुख तथा सदस्य भै काम गरेको।,,ईन्डियन ईन्स्टीच्युट अफ ईन्जिनियरिङ
5,हेम बहादुर थापा पराजुली,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,1276,पुरुष,42,,गण्डकी प्रदेश,कास्की,2,स्नातक,,जनताको सेवामा सहभागी हुनेछु।,पृथ्विनारायण क्याम्पस/पाटन संयुक्त क्याम्पस
6,कुशल गुरुङ्ग,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,1201,पुरुष,44,,गण्डकी प्रदेश,कास्की,2,स्नातकोत्तर,,,त्रिभुवन विश्वविद्यालय
7,विष्णु प्रसाद तिवारी,स्वतन्त्र,त्रिभुज,140,पुरुष,45,,गण्डकी प्रदेश,कास्की,2,कक्षा १२ पास,सामाजिक क्षेत्रमा निरन्तर काम गर्दै आएको।,,"श्री त्रिभुवन उच्च मा.वी. शंकर पोखरी, पर्वत"
8,वसन्त राज घिमिरे,स्वतन्त्र,ट्रफी,133,पुरुष,47,,गण्डकी प्रदेश,कास्की,2,एस.एल.सी.,,,संस्कृत मा.वि.
9,ओल वहादुर गुरुङ,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,123,पुरुष,59,,गण्डकी प्रदेश,कास्की,2,एस.एल.सी.,"एस एच ओ
क्राइसिस मेनेजमेन्ट
एस.टी.डब्ल्यू.","नेपालको राजनीतिक स्तरलाई स्थिरता ल्याउन रणनीतिक क्रान्ती गर्ने।
समान अधिकार र सुशासन ल्याउने।",राष्ट्रिय परिक्षा बोर्ड
10,दिपक भण्डारी,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,100,पुरुष,48,,गण्डकी प्रदेश,कास्की,2,SLC,,,
11,निरञ्जन कोइराला,स्वतन्त्र,मसी,45,पुरुष,40,,गण्डकी प्रदेश,कास्की,2,पि.एच.डि.,"देश तथा विदेशमा अध्ययन अध्यापन गरेको
देश तथा विदेशमा अनुसन्धान कार्य गरेको
विश्वको TOP २% वैज्ञानिक सूचीमा सुचिकृत","Make in Nepal लाई नारामा मात्र सिमित नभएर वास्तविकतामा परिणत गर्ने
कास्की २ लगायत सम्पूर्ण देशवासीलाई रोजगारी तथा आर्थिक उन्नती मार्गमा लैजाने।","Soul Moon University, South Korea"
12,प्रेम बहादुर थापा,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,37,पुरुष,41,,गण्डकी प्रदेश,कास्की,2,S.L.C.,"सवारी चालक
व्यवसाय
राजनीति, समाज सेवा",,अमरसिंह उच्च माध्यमिक विद्यालय
13,ख्याम बहादुर गुरुङ्ग,नेपाल जनमुक्ति पार्टी,घर,26,पुरुष,56,,गण्डकी प्रदेश,कास्की,2,SLC,"भारतीय भु.पू.
२०७४ सालमा ने.क.पा. माओवादी केन्द्रको उम्मेदवार
२०७९ सालमा मंगोल नेसनल अर्गनाईजेसनको प्रदेश उम्मेदवार",जनताको लागि नियम कानून बनाए पनि सबै अधिकार संविधानमा नै समित रह्यो त्यसकारण बहुजातीय लोकतान्त्रीक समाजवादको सिद्धान्त बोकेर नेपाल जनमुक्ति पार्टि जनताको घर दैलोमा आएको छ।,"बालसिद्ध मा.बि. केवरे, स्याङ्जा"
14,ज्ञान राज गुरुङ्ग,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,19,पुरुष,57,,गण्डकी प्रदेश,कास्की,2,९,"सैनिक
प्राकृतिक चिकित्सा
कृषि","समानता, स्वतन्त्रता, भातृत्व।",
15,राम चन्द्र आचार्य,स्वतन्त्र,हेल्मेट,19,पुरुष,35,,गण्डकी प्रदेश,कास्की,2,आइ.ए.,कृषक तथा समाज सेवा,,त्रिभुवन विश्वविद्यालय
16,निर्दोष विक्रम पौडेल,स्वतन्त्र,क्याल्कुलेटर,6,पुरुष,26,,गण्डकी प्रदेश,कास्की,2,१२ उतिर्ण (बि.बि.एस. चौथो वर्ष रनिङ),,,जनप्रिय क्याम्पस
17,बिनिता  अवाल ,नेपाल मजदुर किसान पार्टी,मादल,3,महिला,30,,गण्डकी प्रदेश,कास्की,2,एस.एल.सी.,"जेष्ठ नागरिक हेरचाह सम्बन्धी तालिम
कम्प्युटर बेसिक
सिलाई बुनाई",,बागीश्वरी मा.वि. भक्तपुर
