Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,उज्‍ज्‍वल कुमार झा,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,32451,पुरुष,33,मधेश प्रदेश,महोत्तरी,3,ईन्जिनियर,,,भि.टि.यू. वेलगाम
2,मुहमद रिजवान,नेपाल संघीय समाजवादी पार्टी(एकल चुनाव चिन्ह),बस,5969,पुरुष,58,मधेश प्रदेश,महोत्तरी,3,स्नातक,,,
3,राम आधार कापर,स्वतन्त्र,आँप,4790,पुरुष,55,मधेश प्रदेश,महोत्तरी,3,M.A.,"1IVLP-USA
2 Diploma-Canada
3 Disaster Praining-South Korea
4 Opportunity Collaboration_Mexico",,"ललित नारायण युनिभरसिटी दरभंगा बिहार,भारत"
4,बजरंग नेपाली,नेपाली काँग्रेस,रुख,4342,पुरुष,59,मधेश प्रदेश,महोत्तरी,3,स्नातक,,,रा.रा.ब.क्याम्पस जनकपुर
5,मिनाक्षी ठाकुर,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,3946,महिला,41,मधेश प्रदेश,महोत्तरी,3,,,,
6,हरि नारायण यादव,स्वतन्त्र,व्याडमिन्टन कर्क,3531,पुरुष,63,मधेश प्रदेश,महोत्तरी,3,स्नातक,35 बर्ष देखि राजनितिमा सक्रिय,,त्रिभुवन विश्व विधालय
7,मनोज कुमार सिंह,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,1516,पुरुष,54,मधेश प्रदेश,महोत्तरी,3,आई.ए.सी.,"क कृषि
ख होटल व्यवसय",,कुमर सिंह कालेज दरभंगा
8,शम्भु कापर,स्वतन्त्र,चेसगोटी,510,पुरुष,47,मधेश प्रदेश,महोत्तरी,3,,,,
9,अरविन्द ठाकुर,जनमत पार्टी,लाउड स्पिकर,421,पुरुष,48,मधेश प्रदेश,महोत्तरी,3,,,,
10,रंजित कुमार साह,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,261,पुरुष,30,मधेश प्रदेश,महोत्तरी,3,वि.वि.ए.,,,पोखरा विश्वविधालय
11,राजकिशोर साह मेहत्तरी सुडी,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,243,पुरुष,69,मधेश प्रदेश,महोत्तरी,3,एस.एल.सी.,,,
12,राजेश्वर रा्य,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,223,पुरुष,58,मधेश प्रदेश,महोत्तरी,3,स्नातक,,,
13,राज नन्‍दन राय यादव,स्वतन्त्र,जीप,211,पुरुष,64,मधेश प्रदेश,महोत्तरी,3,,,,
14,मुस्ताक अहमद अंसारी,राष्ट्र निर्माण दल नेपाल,गोलो घेराभित्र पानीको बोतल,142,पुरुष,46,मधेश प्रदेश,महोत्तरी,3,,,,
15,कैलाश महत्तो,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,136,पुरुष,53,मधेश प्रदेश,महोत्तरी,3,,,,
16,रंजन कुमार झा,स्वतन्त्र,ट्रफी,97,पुरुष,33,मधेश प्रदेश,महोत्तरी,3,,,,
17,विनय कुमार मिश्र,नेपाल जनता पार्टी,कमलको फूल,83,पुरुष,73,मधेश प्रदेश,महोत्तरी,3,वि.कम.,"(क) लेखा अनुभव/लेखा परिक्षण
(ख) समाज सेवा
(ग) समाजिक समस्या समाधानमा सहयोग",हिन्दु धर्म प्रति पूर्ण आशवान रही अन्य धर्मवाट हिन्दु धर्म माथि आघात नपुग्ने गरि सदभाव कायम राख्ने।,विहार विश्व विधालय
18,धिरेन्द्र कुमार शर्मा,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,75,पुरुष,54,मधेश प्रदेश,महोत्तरी,3,,,,
