Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,झवि लाल डुम्रे,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,25354,पुरुष,33,Elected,गण्डकी प्रदेश,स्याङजा,2,Masters,,,T.U.
2,भागवत प्रकाश मल्ल,नेपाली काँग्रेस,रुख,20830,पुरुष,49,,गण्डकी प्रदेश,स्याङजा,2,Bachelor,,,T.U.
3,खिम बहादुर थापा,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,14108,पुरुष,57,,गण्डकी प्रदेश,स्याङजा,2,,,,
4,पदम बहादुर वि.क.,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,848,पुरुष,45,,गण्डकी प्रदेश,स्याङजा,2,"स्नातकोत्तर, राजनीतिक शास्त्र",२०५६ साल देखि दलित आन्दोलन र माओवादी आन्दोलन समाहित भएकव सहित,,TU
5,रविन पाठक,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,566,पुरुष,42,,गण्डकी प्रदेश,स्याङजा,2,Bachelor,,,TU
6,तेज बहादुर थापा,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,200,पुरुष,61,,गण्डकी प्रदेश,स्याङजा,2,SLC,,,SLC
7,खर्क वहादुर थापा,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,132,पुरुष,55,,गण्डकी प्रदेश,स्याङजा,2,12,,,भारत
8,राजेन्द्र प्रसाद गैह्रे,राष्ट्रिय जनमोर्चा,गिलास,71,पुरुष,71,,गण्डकी प्रदेश,स्याङजा,2,12,,,TU
9,खिम बहादुर क्षेत्री,स्वतन्त्र,तिलहरी,67,पुरुष,53,,गण्डकी प्रदेश,स्याङजा,2,MA,,,TU
10,हरिदेव थापा,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,65,पुरुष,57,,गण्डकी प्रदेश,स्याङजा,2,SLC,,,SLC
11,धन बहादुर थापा,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,16,पुरुष,71,,गण्डकी प्रदेश,स्याङजा,2,12,,,HSEB
12,सागर थापा मगर,स्वतन्त्र,झोला,9,पुरुष,25,,गण्डकी प्रदेश,स्याङजा,2,12,,,"Allahabad Univerisity, UP"
