Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,गणेश कार्की,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,36924,पुरुष,40,Elected,कोशी प्रदेश,मोरङ,3,स्‍नात्तकोत्तर,पत्रकारिता,,त्रि.वि.
2,शुनिल कुमार शर्मा,नेपाली काँग्रेस,रुख,24354,पुरुष,48,,कोशी प्रदेश,मोरङ,3,Bachelor of Medicine ,,,
3,अमिर मगर,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,16509,पुरुष,36,,कोशी प्रदेश,मोरङ,3,स्‍नातक,,,सुकुना बहुमुखि  क्याम्पस
4,इरन कुमार राई,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,7752,पुरुष,55,,कोशी प्रदेश,मोरङ,3,एम ए बि एड,,,
5,डा. देउमान सम्वाहाङफे,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,1259,पुरुष,58,,कोशी प्रदेश,मोरङ,3,विधावारिधि,१४ वर्ष शिक्षण,,त्रिभुवन विश्वविद्यालय
6,प्रेम प्रसाद सुवेदी,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,733,पुरुष,57,,कोशी प्रदेश,मोरङ,3,I.A,सामाजिक कार्यकर्ता,,
7,बिकेन्द्र राई,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,647,पुरुष,44,,कोशी प्रदेश,मोरङ,3,+2,राजनितिक,लोकतन्त्र,भगवती मा.वि.
8,मित्रसेन योञ्जन,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,643,पुरुष,52,,कोशी प्रदेश,मोरङ,3,आई कम,सामाजिक क्षेत्रमा २० वर्ष कार्य गरेको,सुशासन समृद्धि र सामाजिक कल्याण,"महेन्द्र बहुमुखी कम्यापस , धरान"
9,खड्ग बहादुर कार्की,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,142,पुरुष,45,,कोशी प्रदेश,मोरङ,3,एस.एल.सि.,,,श्री महेन्द्र मा.वि.  पाँचथर
10,डिल्ली वहादुर जबेगु,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,129,पुरुष,55,,कोशी प्रदेश,मोरङ,3,एस एल सि,आइटम अपरेटर ,,सरस्वती मा.वि.दमक झापा
11,विदुर अधिकारी,संयुक्त नागरिक पार्टी,गितार,88,पुरुष,46,,कोशी प्रदेश,मोरङ,3,M.A,"शिक्षण, माध्यमिक तह","सहकार्य, समन्वय",TU
12,प्रशुराम विश्वास  थारु,नेपाल मजदुर किसान पार्टी,मादल,53,पुरुष,58,,कोशी प्रदेश,मोरङ,3,साधारण,,,
13,कमल कुमार राई,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,51,पुरुष,55,,कोशी प्रदेश,मोरङ,3,,,,
14,नवराज मास्के,जय मातृभूमि पार्टी,काखमा बच्चा लिएको आमा,49,पुरुष,57,,कोशी प्रदेश,मोरङ,3,वि ए,,,त्रिभुवन विश्वविद्यालय
15,गणेश मिश्र,स्वतन्त्र,क्यामरा,44,पुरुष,53,,कोशी प्रदेश,मोरङ,3,SLC,,,पार्वती मा.वि.
16,भुवन कुमार वाग्ले,"राष्ट्रिय उर्जाशील पार्टी, नेपाल",चापाकल (ट्‍युवेल),31,पुरुष,46,,कोशी प्रदेश,मोरङ,3,स्‍नात्तकोत्तर,शिक्षण तथा शैक्षिक नेत्वत्व,नेपालको विकास,TU
17,तेज प्रसाद भण्डारी,स्वतन्त्र,कप र प्लेट,30,पुरुष,43,,कोशी प्रदेश,मोरङ,3,slc,,,पञ्चायत उच्च मा.वि.
18,मजेबुल रहमान,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,18,पुरुष,55,,कोशी प्रदेश,मोरङ,3,,,,
