Rank,CandidateName,PoliticalPartyName,PartySymbol,TotalVoteReceived,Gender,Age,Status,StateName,DistrictName,Constituency,QUALIFICATION,EXPERIENCE,OTHERDETAILS,NAMEOFINST
1,गणेश पौडेल,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,36876,पुरुष,43,Elected,मधेश प्रदेश,रौतहट,4,स्नातकोउत्तर,,,
2,देव प्रसाद तिमलसेना,नेपाली काँग्रेस,रुख,15865,पुरुष,55,,मधेश प्रदेश,रौतहट,4,I.A.(+2),,,
3,राम कुमार भट्टराइ,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,9778,पुरुष,62,,मधेश प्रदेश,रौतहट,4,प्रविणता प्रमाणपत्र तह,,,
4,रामजी साह सोनार,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,3478,पुरुष,46,,मधेश प्रदेश,रौतहट,4,I.A.,,,
5,रा‌जकुमार दास तत्मा,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,1062,पुरुष,41,,मधेश प्रदेश,रौतहट,4,,,,
6,ऋषीराज धमला,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,655,पुरुष,50,,मधेश प्रदेश,रौतहट,4,प्रविणता प्रमाणपत्र तह,,,
7,तुलसी राज गिरी,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,411,पुरुष,53,,मधेश प्रदेश,रौतहट,4,स्नातकोउत्तर,,,
8,राम कल्याण राउत,जनमत पार्टी,लाउड स्पिकर,295,पुरुष,28,,मधेश प्रदेश,रौतहट,4,10+2,,,
9,सुरेन्द्र प्रसाद पटेल,स्वतन्त्र,चेसगोटी,279,पुरुष,45,,मधेश प्रदेश,रौतहट,4,,,,
10,नवराज अर्याल,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,188,पुरुष,53,,मधेश प्रदेश,रौतहट,4,,,,
